"","EPCI","jurid2","typo2","nb_etab","eff_31","eff_EQTP","rem_brut","non_annexe","dep_epci","nom_complet"
"27",200006682,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",115,"1214","900.95","26204167","1100","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"28",200006682,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",867,"6628","6156.68","208683485","6395","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"29",200006682,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",85,"340","300.62","14158251","323","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"30",200006682,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",86,"1050","861.68","30170692","906","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"31",200006682,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",74,"1195","1049.33","35535289","1104","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"32",200006682,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",15,"443","399.24","10696026","417","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"33",200006682,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",9,"394","360.76","9732983","374","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"34",200006682,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",2,"s","s","s","s","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"35",200006682,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",1,"s","s","s","s","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"36",200006682,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",3,"21","18.3","541019","17","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"37",200006682,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",4,"74","78.17","2240876","71","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"38",200006682,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",12,"23","17.36","402407","21","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"39",200006682,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",1488,"11098","9355.43","294511227","9987","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"40",200006682,"3-TOTAL-HORS ESS","TOUS SECTEURS",2631,"20851","18218.51","596398253","19224","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"41",200010650,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",3,"24","20.06","644528","23","39","CA du Grand Dole"
"42",200010650,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",15,"105","100.21","4155395","104","39","CA du Grand Dole"
"43",200010650,"1-TOTAL-ESS","3-ENSEIGNEMENT",20,"434","362.4","11714952","393","39","CA du Grand Dole"
"44",200010650,"1-TOTAL-ESS","4-SANTÉ HUMAINE",4,"158","137.92","4839925","156","39","CA du Grand Dole"
"45",200010650,"1-TOTAL-ESS","5-ACTION SOCIALE",27,"565","391.64","10574051","526","39","CA du Grand Dole"
"46",200010650,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",6,"293","225.55","6785689","286","39","CA du Grand Dole"
"47",200010650,"1-TOTAL-ESS","5B-AIDE A DOMICILE",6,"130","76.4","1665754","116","39","CA du Grand Dole"
"48",200010650,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",15,"142","89.69","2122608","124","39","CA du Grand Dole"
"49",200010650,"1-TOTAL-ESS","6-ARTS, SPECTACLES",12,"23","11.21","317397","10","39","CA du Grand Dole"
"50",200010650,"1-TOTAL-ESS","7-SPORT ET LOISIRS",27,"47","21.06","450672","26","39","CA du Grand Dole"
"51",200010650,"1-TOTAL-ESS","8-NON-CLASSES",31,"109","78.98","1995127","87","39","CA du Grand Dole"
"52",200010650,"1-TOTAL-ESS","9-SERVICES DIVERS",26,"186","138.9","3791105","149","39","CA du Grand Dole"
"53",200010650,"1-TOTAL-ESS","TOUS SECTEURS",165,"1651","1262.38","38483152","1474","39","CA du Grand Dole"
"54",200010650,"2-TOTAL-ASSOCIATIONS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","39","CA du Grand Dole"
"55",200010650,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",18,"422","348.71","11377342","382","39","CA du Grand Dole"
"56",200010650,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",1,"s","s","s","s","39","CA du Grand Dole"
"57",200010650,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",25,"519","351.22","9544547","481","39","CA du Grand Dole"
"58",200010650,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",5,"248","185.95","5775496","242","39","CA du Grand Dole"
"59",200010650,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",6,"130","76.4","1665754","116","39","CA du Grand Dole"
"60",200010650,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",14,"141","88.87","2103297","123","39","CA du Grand Dole"
"61",200010650,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",12,"23","11.21","317397","10","39","CA du Grand Dole"
"62",200010650,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",27,"47","21.06","450672","26","39","CA du Grand Dole"
"63",200010650,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",31,"109","78.98","1995127","87","39","CA du Grand Dole"
"64",200010650,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",21,"128","91.38","2276574","92","39","CA du Grand Dole"
"65",200010650,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",136,"1275","927.46","27117421","1104","39","CA du Grand Dole"
"66",200010650,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",378,"5766","5414.33","212001826","5663","39","CA du Grand Dole"
"67",200010650,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",76,"206","183.58","6831958","196","39","CA du Grand Dole"
"68",200010650,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",75,"876","800.59","28914867","871","39","CA du Grand Dole"
"69",200010650,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",68,"2361","1980.77","66184495","2176","39","CA du Grand Dole"
"70",200010650,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",25,"1167","867.79","23160684","1073","39","CA du Grand Dole"
"71",200010650,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",9,"425","349.68","10040230","388","39","CA du Grand Dole"
"72",200010650,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",6,"121","61.63","1177114","96","39","CA du Grand Dole"
"73",200010650,"3-TOTAL-HORS ESS","5C-AIDE PAR LE TRAVAIL",2,"s","s","s","s","39","CA du Grand Dole"
"74",200010650,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",2,"s","s","s","s","39","CA du Grand Dole"
"75",200010650,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",6,"405","353.1","9734466","386","39","CA du Grand Dole"
"76",200010650,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",3,"s","s","s","s","39","CA du Grand Dole"
"77",200010650,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",14,"25","21.63","520820","22","39","CA du Grand Dole"
"78",200010650,"3-TOTAL-HORS ESS","8-NON-CLASSES",2,"s","s","s","s","39","CA du Grand Dole"
"79",200010650,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",927,"7986","6627.42","189642783","7269","39","CA du Grand Dole"
"80",200010650,"3-TOTAL-HORS ESS","TOUS SECTEURS",1568,"18392","15902.75","527443077","17275","39","CA du Grand Dole"
"81",200010700,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",4,"68","67.97","3243174","68","76","CA Caux Seine Agglo"
"82",200010700,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",17,"67","63.46","2648085","65","76","CA Caux Seine Agglo"
"83",200010700,"1-TOTAL-ESS","3-ENSEIGNEMENT",13,"140","117.2","3365992","129","76","CA Caux Seine Agglo"
"84",200010700,"1-TOTAL-ESS","4-SANTÉ HUMAINE",3,"s","s","s","s","76","CA Caux Seine Agglo"
"85",200010700,"1-TOTAL-ESS","5-ACTION SOCIALE",26,"710","455.88","10299372","602","76","CA Caux Seine Agglo"
"86",200010700,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",7,"140","120.36","3408312","134","76","CA Caux Seine Agglo"
"87",200010700,"1-TOTAL-ESS","5B-AIDE A DOMICILE",4,"397","224.95","4341437","336","76","CA Caux Seine Agglo"
"88",200010700,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",3,"25","19.82","459122","23","76","CA Caux Seine Agglo"
"89",200010700,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",12,"148","90.75","2090501","109","76","CA Caux Seine Agglo"
"90",200010700,"1-TOTAL-ESS","6-ARTS, SPECTACLES",8,"s","s","s","s","76","CA Caux Seine Agglo"
"91",200010700,"1-TOTAL-ESS","7-SPORT ET LOISIRS",46,"114","45.16","1097667","63","76","CA Caux Seine Agglo"
"92",200010700,"1-TOTAL-ESS","8-NON-CLASSES",32,"213","128.09","2791757","163","76","CA Caux Seine Agglo"
"93",200010700,"1-TOTAL-ESS","9-SERVICES DIVERS",33,"224","197.19","5753712","208","76","CA Caux Seine Agglo"
"94",200010700,"1-TOTAL-ESS","TOUS SECTEURS",182,"1617","1134.61","30947284","1363","76","CA Caux Seine Agglo"
"95",200010700,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",13,"140","117.2","3365992","129","76","CA Caux Seine Agglo"
"96",200010700,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",2,"s","s","s","s","76","CA Caux Seine Agglo"
"97",200010700,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",26,"710","455.88","10299372","602","76","CA Caux Seine Agglo"
"98",200010700,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",7,"140","120.36","3408312","134","76","CA Caux Seine Agglo"
"99",200010700,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",4,"397","224.95","4341437","336","76","CA Caux Seine Agglo"
"100",200010700,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",3,"25","19.82","459122","23","76","CA Caux Seine Agglo"
"101",200010700,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",12,"148","90.75","2090501","109","76","CA Caux Seine Agglo"
"102",200010700,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",8,"s","s","s","s","76","CA Caux Seine Agglo"
"103",200010700,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",46,"114","45.16","1097667","63","76","CA Caux Seine Agglo"
"104",200010700,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",32,"213","128.09","2791757","163","76","CA Caux Seine Agglo"
"105",200010700,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",22,"106","81.53","2017946","92","76","CA Caux Seine Agglo"
"106",200010700,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",149,"1359","882.52","21084992","1109","76","CA Caux Seine Agglo"
"107",200010700,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",525,"9214","8791.06","398464425","9050","76","CA Caux Seine Agglo"
"108",200010700,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",72,"227","216.85","9487492","217","76","CA Caux Seine Agglo"
"109",200010700,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",108,"1233","1111.61","38750677","1178","76","CA Caux Seine Agglo"
"110",200010700,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",61,"1107","938.73","29094666","1048","76","CA Caux Seine Agglo"
"111",200010700,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",20,"803","588.26","15007498","739","76","CA Caux Seine Agglo"
"112",200010700,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",6,"480","413.76","10835004","453","76","CA Caux Seine Agglo"
"113",200010700,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",3,"40","23.34","482351","35","76","CA Caux Seine Agglo"
"114",200010700,"3-TOTAL-HORS ESS","5C-AIDE PAR LE TRAVAIL",1,"s","s","s","s","76","CA Caux Seine Agglo"
"115",200010700,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",2,"s","s","s","s","76","CA Caux Seine Agglo"
"116",200010700,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",8,"158","102.92","2588251","128","76","CA Caux Seine Agglo"
"117",200010700,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",3,"s","s","s","s","76","CA Caux Seine Agglo"
"118",200010700,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",5,"s","s","s","s","76","CA Caux Seine Agglo"
"119",200010700,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",844,"8153","6909.07","199594193","7591","76","CA Caux Seine Agglo"
"120",200010700,"3-TOTAL-HORS ESS","TOUS SECTEURS",1638,"20753","18569.13","690710130","19836","76","CA Caux Seine Agglo"
"121",200011773,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"122",200011773,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",19,"138","134.19","5750424","135","74","CA Annemasse-Les Voirons-Agglomération"
"123",200011773,"1-TOTAL-ESS","3-ENSEIGNEMENT",18,"314","218.52","7189354","269","74","CA Annemasse-Les Voirons-Agglomération"
"124",200011773,"1-TOTAL-ESS","4-SANTÉ HUMAINE",7,"s","s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"125",200011773,"1-TOTAL-ESS","5-ACTION SOCIALE",23,"1138","924.77","21734847","1102","74","CA Annemasse-Les Voirons-Agglomération"
"126",200011773,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",9,"488","419.51","12023264","478","74","CA Annemasse-Les Voirons-Agglomération"
"127",200011773,"1-TOTAL-ESS","5B-AIDE A DOMICILE",2,"s","s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"128",200011773,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",4,"s","s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"129",200011773,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",8,"60","40.84","1238622","60","74","CA Annemasse-Les Voirons-Agglomération"
"130",200011773,"1-TOTAL-ESS","6-ARTS, SPECTACLES",10,"30","33.71","1095931","27","74","CA Annemasse-Les Voirons-Agglomération"
"131",200011773,"1-TOTAL-ESS","7-SPORT ET LOISIRS",36,"135","61.33","1706834","87","74","CA Annemasse-Les Voirons-Agglomération"
"132",200011773,"1-TOTAL-ESS","8-NON-CLASSES",29,"183","131.79","3990714","155","74","CA Annemasse-Les Voirons-Agglomération"
"133",200011773,"1-TOTAL-ESS","9-SERVICES DIVERS",17,"91","70.11","1874251","81","74","CA Annemasse-Les Voirons-Agglomération"
"134",200011773,"1-TOTAL-ESS","TOUS SECTEURS",160,"2095","1623.46","45051946","1922","74","CA Annemasse-Les Voirons-Agglomération"
"135",200011773,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",18,"314","218.52","7189354","269","74","CA Annemasse-Les Voirons-Agglomération"
"136",200011773,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",5,"45","31.68","895339","45","74","CA Annemasse-Les Voirons-Agglomération"
"137",200011773,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",23,"1138","924.77","21734847","1102","74","CA Annemasse-Les Voirons-Agglomération"
"138",200011773,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",9,"488","419.51","12023264","478","74","CA Annemasse-Les Voirons-Agglomération"
"139",200011773,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",2,"s","s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"140",200011773,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",4,"s","s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"141",200011773,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",8,"60","40.84","1238622","60","74","CA Annemasse-Les Voirons-Agglomération"
"142",200011773,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",10,"30","33.71","1095931","27","74","CA Annemasse-Les Voirons-Agglomération"
"143",200011773,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",36,"135","61.33","1706834","87","74","CA Annemasse-Les Voirons-Agglomération"
"144",200011773,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",29,"183","131.79","3990714","155","74","CA Annemasse-Les Voirons-Agglomération"
"145",200011773,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",12,"81","58.46","1444878","72","74","CA Annemasse-Les Voirons-Agglomération"
"146",200011773,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",133,"1926","1460.26","38057897","1757","74","CA Annemasse-Les Voirons-Agglomération"
"147",200011773,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",428,"4113","3948.25","161161749","4022","74","CA Annemasse-Les Voirons-Agglomération"
"148",200011773,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",99,"364","329.5","13657547","349","74","CA Annemasse-Les Voirons-Agglomération"
"149",200011773,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",66,"1853","1468.71","43822419","1751","74","CA Annemasse-Les Voirons-Agglomération"
"150",200011773,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",118,"1156","931.73","29522178","1072","74","CA Annemasse-Les Voirons-Agglomération"
"151",200011773,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",23,"541","435.21","11892595","494","74","CA Annemasse-Les Voirons-Agglomération"
"152",200011773,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",5,"325","283.29","8304165","309","74","CA Annemasse-Les Voirons-Agglomération"
"153",200011773,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",6,"102","66.94","1348573","90","74","CA Annemasse-Les Voirons-Agglomération"
"154",200011773,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",7,"70","47.92","1064330","56","74","CA Annemasse-Les Voirons-Agglomération"
"155",200011773,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",5,"44","37.06","1175527","39","74","CA Annemasse-Les Voirons-Agglomération"
"156",200011773,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",3,"s","s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"157",200011773,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",21,"108","76.58","1862067","96","74","CA Annemasse-Les Voirons-Agglomération"
"158",200011773,"3-TOTAL-HORS ESS","8-NON-CLASSES",1,"s","s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"159",200011773,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",1623,"14250","11994.18","362522877","12969","74","CA Annemasse-Les Voirons-Agglomération"
"160",200011773,"3-TOTAL-HORS ESS","TOUS SECTEURS",2382,"22492","19273.13","628139443","20855","74","CA Annemasse-Les Voirons-Agglomération"
"161",200017846,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",2,"s","s","s","s","91","CA Etampois Sud Essonne"
"162",200017846,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",11,"71","71.83","3471009","70","91","CA Etampois Sud Essonne"
"163",200017846,"1-TOTAL-ESS","3-ENSEIGNEMENT",10,"162","134.14","4149951","156","91","CA Etampois Sud Essonne"
"164",200017846,"1-TOTAL-ESS","4-SANTÉ HUMAINE",2,"s","s","s","s","91","CA Etampois Sud Essonne"
"165",200017846,"1-TOTAL-ESS","5-ACTION SOCIALE",31,"824","683.94","18161043","789","91","CA Etampois Sud Essonne"
"166",200017846,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",11,"311","245.92","7400946","293","91","CA Etampois Sud Essonne"
"167",200017846,"1-TOTAL-ESS","5B-AIDE A DOMICILE",3,"53","39.02","854027","50","91","CA Etampois Sud Essonne"
"168",200017846,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",2,"s","s","s","s","91","CA Etampois Sud Essonne"
"169",200017846,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",1,"s","s","s","s","91","CA Etampois Sud Essonne"
"170",200017846,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",14,"239","205.17","6395253","230","91","CA Etampois Sud Essonne"
"171",200017846,"1-TOTAL-ESS","6-ARTS, SPECTACLES",16,"9","7.49","236739","3","91","CA Etampois Sud Essonne"
"172",200017846,"1-TOTAL-ESS","7-SPORT ET LOISIRS",28,"58","18.84","507607","24","91","CA Etampois Sud Essonne"
"173",200017846,"1-TOTAL-ESS","8-NON-CLASSES",25,"58","33.58","817083","48","91","CA Etampois Sud Essonne"
"174",200017846,"1-TOTAL-ESS","9-SERVICES DIVERS",19,"225","170.66","5007080","195","91","CA Etampois Sud Essonne"
"175",200017846,"1-TOTAL-ESS","TOUS SECTEURS",144,"1578","1265.12","38599914","1454","91","CA Etampois Sud Essonne"
"176",200017846,"2-TOTAL-ASSOCIATIONS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","s","91","CA Etampois Sud Essonne"
"177",200017846,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",9,"156","128.07","3988904","150","91","CA Etampois Sud Essonne"
"178",200017846,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",2,"s","s","s","s","91","CA Etampois Sud Essonne"
