"REG","ESS","famille","taille_etab","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"France entière","ESS + Hors ESS","Public","1 - Micro entreprise","81120","35428","288449","265328","8516872444"
"France entière","ESS + Hors ESS","Public","2 - Petites entreprises","40180","15397","786560","724783","23542648123"
"France entière","ESS + Hors ESS","Public","3 - Moyennes entreprises","17025","11979","1559462","1438658","49331939004"
"France entière","ESS + Hors ESS","Public","4 - Grandes entreprises","3700","2462","3051338","2834523","95948472877"
"France entière","ESS","1. Coopérative","Toutes entreprises","20622","7915","300698","292623","12295881971"
"France entière","ESS","2. Mutuelle","Toutes entreprises","7479","664","136906","123909","5044000821"
"France entière","ESS","3. Association","Toutes entreprises","181598","148646","1814171","1557168","45139891153"
"France entière","ESS","4. Fondation","Toutes entreprises","1680","501","88875","79568","2665508481"
"France entière","Hors ESS","Privé Hors ESS","Toutes entreprises","1906437","1579597","14828160","13905244","519263022427"
"France entière","Hors ESS","Public","Toutes entreprises","142025","65266","5685809","5263292","177339932448"
"France entière","ESS","1. Coopérative","1 - Micro entreprise","15904","5857","54392","56348","2213629250"
"France entière","ESS","1. Coopérative","2 - Petites entreprises","3935","1617","69122","65923","2583643864"
"France entière","ESS","1. Coopérative","3 - Moyennes entreprises","590","351","55566","52173","2035381274"
"France entière","ESS","1. Coopérative","4 - Grandes entreprises","193","90","121618","118180","5463227583"
"France entière","ESS","2. Mutuelle","1 - Micro entreprise","5347","353","17583","17561","710518864"
"France entière","ESS","2. Mutuelle","2 - Petites entreprises","1501","195","29581","25971","1009730717"
"France entière","ESS","2. Mutuelle","3 - Moyennes entreprises","556","91","52193","46159","1724146611"
"France entière","ESS","2. Mutuelle","4 - Grandes entreprises","75","25","37549","34218","1599604629"
"France entière","ESS","3. Association","1 - Micro entreprise","137962","121553","235255","231886","6669327752"
"France entière","ESS","3. Association","2 - Petites entreprises","33801","21622","655555","547418","16218211753"
"France entière","ESS","3. Association","3 - Moyennes entreprises","9417","5183","752861","635091","17761493429"
"France entière","ESS","3. Association","4 - Grandes entreprises","418","288","170500","142772","4490858219"
"France entière","ESS","4. Fondation","1 - Micro entreprise","579","262","1966","2235","77784921"
"France entière","ESS","4. Fondation","2 - Petites entreprises","574","115","14478","12678","402618864"
"France entière","ESS","4. Fondation","3 - Moyennes entreprises","477","101","40633","35748","1096562415"
"France entière","ESS","4. Fondation","4 - Grandes entreprises","50","23","31798","28908","1088542281"
"France entière","Hors ESS","Privé Hors ESS","1 - Micro entreprise","1627834","1388721","3699216","3628699","109845957310"
"France entière","Hors ESS","Privé Hors ESS","2 - Petites entreprises","231434","163831","4261765","3933440","136911683468"
"France entière","Hors ESS","Privé Hors ESS","3 - Moyennes entreprises","41207","24029","3779130","3470557","135722139902"
"France entière","Hors ESS","Privé Hors ESS","4 - Grandes entreprises","5962","3016","3088049","2872549","136783241747"
"France entière","Hors ESS","Public","1 - Micro entreprise","81120","35428","288449","265328","8516872444"
"France entière","Hors ESS","Public","2 - Petites entreprises","40180","15397","786560","724783","23542648123"
"France entière","Hors ESS","Public","3 - Moyennes entreprises","17025","11979","1559462","1438658","49331939004"
"France entière","Hors ESS","Public","4 - Grandes entreprises","3700","2462","3051338","2834523","95948472877"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","Toutes entreprises","283467","224517","2737340","2524887","87805156572"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","Toutes entreprises","92343","71868","874749","804892","25844590353"
"Bretagne","ESS + Hors ESS","Ensemble","Toutes entreprises","108174","86273","1063532","986142","31503168081"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","Toutes entreprises","79219","61364","803952","750391","24439114522"
"Corse","ESS + Hors ESS","Ensemble","Toutes entreprises","16843","14624","102760","101179","3215970437"
"Grand-Est","ESS + Hors ESS","Ensemble","Toutes entreprises","173449","135800","1735930","1597745","53043545367"
"Guadeloupe","ESS + Hors ESS","Ensemble","Toutes entreprises","11561","9607","107541","100932","3653204613"
"Guyane","ESS + Hors ESS","Ensemble","Toutes entreprises","4671","3675","53366","49862","1902766728"
"Hauts-de-France","ESS + Hors ESS","Ensemble","Toutes entreprises","156747","120765","1844338","1694907","55635280850"
"Ile-de-France","ESS + Hors ESS","Ensemble","Toutes entreprises","454609","372877","5516072","5160840","229625956123"
"La Réunion","ESS + Hors ESS","Ensemble","Toutes entreprises","24579","20315","230617","215671","7373437173"
"Martinique","ESS + Hors ESS","Ensemble","Toutes entreprises","11565","9648","113819","106362","3806579556"
"Normandie","ESS + Hors ESS","Ensemble","Toutes entreprises","103044","80918","1054500","975474","31717208450"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","Toutes entreprises","213348","169125","1894768","1761500","56333885782"
"Occitanie","ESS + Hors ESS","Ensemble","Toutes entreprises","209559","168114","1797702","1664790","54847734653"
"Pays de la Loire","ESS + Hors ESS","Ensemble","Toutes entreprises","118548","92591","1285394","1191463","38701665388"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","Toutes entreprises","198115","160508","1638239","1534767","52298972653"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","1 - Micro entreprise","232678","191707","536666","520456","15935464961"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","2 - Petites entreprises","40743","26842","755844","686806","23093512716"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","8928","5337","790408","714273","25501219733"
"Auvergne-Rhône-Alpes","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","1118","631","654422","603352","23274959162"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","1 - Micro entreprise","76384","61686","180784","171440","4923243823"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","2 - Petites entreprises","12820","8245","241546","219360","6927473760"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","2774","1711","250592","227499","7455043891"
"Bourgogne-Franche-Comté","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","365","226","201827","186593","6538828879"
"Bretagne","ESS + Hors ESS","Ensemble","1 - Micro entreprise","89134","73857","204828","202371","5734384364"
"Bretagne","ESS + Hors ESS","Ensemble","2 - Petites entreprises","15127","10023","285573","261368","8216457337"
"Bretagne","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","3465","2121","311892","281880","9142927569"
"Bretagne","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","448","272","261239","240523","8409398811"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","1 - Micro entreprise","65027","52496","154302","149749","4285294347"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","2 - Petites entreprises","11259","7131","214327","196297","6182032375"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","2567","1536","232365","213466","7038415170"
"Centre-Val de Loire","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","366","201","202958","190879","6933372630"
"Corse","ESS + Hors ESS","Ensemble","1 - Micro entreprise","14783","13073","31172","34106","946585913"
"Corse","ESS + Hors ESS","Ensemble","2 - Petites entreprises","1773","1347","32342","30441","980748156"
"Corse","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","264","183","23943","22029","775355936"
"Corse","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","23","21","15303","14603","513280432"
"Grand-Est","ESS + Hors ESS","Ensemble","1 - Micro entreprise","142322","116029","335999","316580","9284406683"
"Grand-Est","ESS + Hors ESS","Ensemble","2 - Petites entreprises","24903","16044","467611","424073","13738785943"
"Grand-Est","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","5474","3280","497423","451221","15490355790"
"Grand-Est","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","750","447","434897","405872","14529996951"
"Guadeloupe","ESS + Hors ESS","Ensemble","1 - Micro entreprise","9552","8202","25690","24736","725755894"
"Guadeloupe","ESS + Hors ESS","Ensemble","2 - Petites entreprises","1669","1157","30082","27559","980224487"
"Guadeloupe","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","299","215","27749","25442","1060786249"
"Guadeloupe","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","41","33","24020","23196","886437983"
"Guyane","ESS + Hors ESS","Ensemble","1 - Micro entreprise","3720","3064","10109","9713","293840295"
"Guyane","ESS + Hors ESS","Ensemble","2 - Petites entreprises","773","477","14789","13571","509547753"
"Guyane","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","161","121","15226","14040","607156430"
"Guyane","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","17","13","13242","12538","492222250"
"Hauts-de-France","ESS + Hors ESS","Ensemble","1 - Micro entreprise","126122","101757","304816","293579","8570160809"
"Hauts-de-France","ESS + Hors ESS","Ensemble","2 - Petites entreprises","23756","14968","456542","413887","13180713642"
"Hauts-de-France","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","5965","3518","545417","493320","16504905090"
"Hauts-de-France","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","904","522","537563","494121","17379501309"
"Ile-de-France","ESS + Hors ESS","Ensemble","1 - Micro entreprise","373045","320931","849584","842329","30569897356"
"Ile-de-France","ESS + Hors ESS","Ensemble","2 - Petites entreprises","63704","41844","1182282","1083141","44347818324"
"Ile-de-France","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","14703","8503","1351933","1245315","56893943214"
"Ile-de-France","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","3157","1599","2132273","1990054","97814297229"
"La Réunion","ESS + Hors ESS","Ensemble","1 - Micro entreprise","20587","17579","47204","47191","1282488359"
"La Réunion","ESS + Hors ESS","Ensemble","2 - Petites entreprises","3280","2225","58491","54135","1836002097"
"La Réunion","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","631","443","60405","54642","2147077540"
"La Réunion","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","81","68","64517","59703","2107869177"
"Martinique","ESS + Hors ESS","Ensemble","1 - Micro entreprise","9497","8172","24595","24364","727650255"
"Martinique","ESS + Hors ESS","Ensemble","2 - Petites entreprises","1676","1169","30591","28075","978469584"
"Martinique","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","350","270","31807","28620","1112943271"
"Martinique","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","42","37","26826","25302","987516446"
"Normandie","ESS + Hors ESS","Ensemble","1 - Micro entreprise","84900","69202","198928","190647","5375873230"
"Normandie","ESS + Hors ESS","Ensemble","2 - Petites entreprises","14403","9391","274609","251624","7910678113"
"Normandie","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","3254","2015","295380","268575","8846260110"
"Normandie","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","487","310","285583","264628","9584396997"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","1 - Micro entreprise","178867","146634","405642","400276","11229814016"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","2 - Petites entreprises","27986","18469","524139","481367","14997412200"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","5783","3592","507683","462459","15157404263"
"Nouvelle-Aquitaine","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","712","430","457304","417398","14949255303"
"Occitanie","ESS + Hors ESS","Ensemble","1 - Micro entreprise","177328","147558","388237","380369","10765201555"
"Occitanie","ESS + Hors ESS","Ensemble","2 - Petites entreprises","26035","16880","480842","436435","13809956942"
"Occitanie","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","5523","3298","484818","436657","14658141525"
"Occitanie","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","673","378","443805","411330","15614434631"
"Pays de la Loire","ESS + Hors ESS","Ensemble","1 - Micro entreprise","95569","77706","227833","225019","6429268092"
"Pays de la Loire","ESS + Hors ESS","Ensemble","2 - Petites entreprises","18051","11784","342248","312040","9900966518"
"Pays de la Loire","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","4341","2751","394222","358322","11863619179"
"Pays de la Loire","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","587","350","321091","296081","10507811599"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","1 - Micro entreprise","169231","142521","370472","369132","10954760589"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","2 - Petites entreprises","23467","14781","425203","390033","13077736842"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","3 - Moyennes entreprises","4790","2840","418582","380625","13416107675"
"Provence-Alpes-Côte d'Azur","ESS + Hors ESS","Ensemble","4 - Grandes entreprises","627","366","423982","394977","14850367547"
"Auvergne-Rhône-Alpes","ESS","Ensemble","Toutes entreprises","27751","20892","295542","254835","7865821787"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","Toutes entreprises","255716","203625","2441798","2270052","79939334785"
"Bourgogne-Franche-Comté","ESS","Ensemble","Toutes entreprises","9526","6570","100831","87053","2620381856"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","Toutes entreprises","82817","65298","773918","717839","23224208497"
"Bretagne","ESS","Ensemble","Toutes entreprises","12472","9530","148382","132212","4114129678"
"Bretagne","Hors ESS","Ensemble","Toutes entreprises","95702","76743","915150","853930","27389038403"
"Centre-Val de Loire","ESS","Ensemble","Toutes entreprises","8747","6355","84622","74275","2285064967"
"Centre-Val de Loire","Hors ESS","Ensemble","Toutes entreprises","70472","55009","719330","676116","22154049555"
"Corse","ESS","Ensemble","Toutes entreprises","1030","783","7813","6847","208743228"
"Corse","Hors ESS","Ensemble","Toutes entreprises","15813","13841","94947","94332","3007227209"
"Grand-Est","ESS","Ensemble","Toutes entreprises","15666","10957","197375","171874","5293703434"
"Grand-Est","Hors ESS","Ensemble","Toutes entreprises","157783","124843","1538555","1425871","47749841933"
"Guadeloupe","ESS","Ensemble","Toutes entreprises","1051","751","10575","9431","296894787"
"Guadeloupe","Hors ESS","Ensemble","Toutes entreprises","10510","8856","96966","91502","3356309826"
"Guyane","ESS","Ensemble","Toutes entreprises","413","289","4336","3969","134437283"
"Guyane","Hors ESS","Ensemble","Toutes entreprises","4258","3386","49030","45893","1768329445"
"Hauts-de-France","ESS","Ensemble","Toutes entreprises","14708","10296","198818","172254","5147941563"
"Hauts-de-France","Hors ESS","Ensemble","Toutes entreprises","142039","110469","1645520","1522653","50487339287"
"Ile-de-France","ESS","Ensemble","Toutes entreprises","33037","25471","393725","349770","12976501746"
"Ile-de-France","Hors ESS","Ensemble","Toutes entreprises","421572","347406","5122347","4811070","216649454377"
"La Réunion","ESS","Ensemble","Toutes entreprises","2124","1698","23377","20753","634688014"
"La Réunion","Hors ESS","Ensemble","Toutes entreprises","22455","18617","207240","194918","6738749159"
"Martinique","ESS","Ensemble","Toutes entreprises","1050","820","11330","9757","320019422"
"Martinique","Hors ESS","Ensemble","Toutes entreprises","10515","8828","102489","96605","3486560134"
"Normandie","ESS","Ensemble","Toutes entreprises","10168","7430","115512","100264","3020987385"
"Normandie","Hors ESS","Ensemble","Toutes entreprises","92876","73488","938988","875209","28696221065"
"Nouvelle-Aquitaine","ESS","Ensemble","Toutes entreprises","21084","15854","220550","196546","6050193131"
"Nouvelle-Aquitaine","Hors ESS","Ensemble","Toutes entreprises","192264","153271","1674218","1564954","50283692651"
"Occitanie","ESS","Ensemble","Toutes entreprises","21878","16860","209314","183922","5510414489"
"Occitanie","Hors ESS","Ensemble","Toutes entreprises","187681","151254","1588388","1480868","49337320164"
"Pays de la Loire","ESS","Ensemble","Toutes entreprises","14890","10938","162490","141134","4353000323"
"Pays de la Loire","Hors ESS","Ensemble","Toutes entreprises","103658","81653","1122904","1050329","34348665065"
"Provence-Alpes-Côte d'Azur","ESS","Ensemble","Toutes entreprises","15784","12232","156058","138371","4312359333"
"Provence-Alpes-Côte d'Azur","Hors ESS","Ensemble","Toutes entreprises","182331","148276","1482181","1396397","47986613320"
"Auvergne-Rhône-Alpes","ESS","Ensemble","1 - Micro entreprise","20883","16876","40627","39116","1207125511"
"Auvergne-Rhône-Alpes","ESS","Ensemble","2 - Petites entreprises","5351","3238","101584","84710","2564611401"
"Auvergne-Rhône-Alpes","ESS","Ensemble","3 - Moyennes entreprises","1438","735","114930","96850","2805025079"
"Auvergne-Rhône-Alpes","ESS","Ensemble","4 - Grandes entreprises","79","43","38401","34158","1289059796"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","1 - Micro entreprise","211795","174831","496039","481340","14728339450"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","2 - Petites entreprises","35392","23604","654260","602096","20528901315"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","3 - Moyennes entreprises","7490","4602","675478","617423","22696194654"
"Auvergne-Rhône-Alpes","Hors ESS","Ensemble","4 - Grandes entreprises","1039","588","616021","569194","21985899366"
"Bourgogne-Franche-Comté","ESS","Ensemble","1 - Micro entreprise","7104","5267","14759","14283","446384764"
"Bourgogne-Franche-Comté","ESS","Ensemble","2 - Petites entreprises","1957","1087","38221","31829","954368694"
"Bourgogne-Franche-Comté","ESS","Ensemble","3 - Moyennes entreprises","436","208","35372","29768","833433370"
"Bourgogne-Franche-Comté","ESS","Ensemble","4 - Grandes entreprises","29","8","12479","11172","386195028"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","1 - Micro entreprise","69280","56419","166025","157157","4476859059"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","2 - Petites entreprises","10863","7158","203325","187531","5973105066"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","3 - Moyennes entreprises","2338","1503","215220","197731","6621610521"
"Bourgogne-Franche-Comté","Hors ESS","Ensemble","4 - Grandes entreprises","336","218","189348","175421","6152633851"
"Bretagne","ESS","Ensemble","1 - Micro entreprise","9434","7686","17761","17839","522263166"
"Bretagne","ESS","Ensemble","2 - Petites entreprises","2306","1456","46186","39816","1192372648"
"Bretagne","ESS","Ensemble","3 - Moyennes entreprises","684","358","56801","48660","1391295356"
"Bretagne","ESS","Ensemble","4 - Grandes entreprises","48","30","27634","25897","1008198508"
"Bretagne","Hors ESS","Ensemble","1 - Micro entreprise","79700","66171","187067","184531","5212121198"
"Bretagne","Hors ESS","Ensemble","2 - Petites entreprises","12821","8567","239387","221553","7024084689"
"Bretagne","Hors ESS","Ensemble","3 - Moyennes entreprises","2781","1763","255091","233220","7751632213"
"Bretagne","Hors ESS","Ensemble","4 - Grandes entreprises","400","242","233605","214626","7401200303"
"Centre-Val de Loire","ESS","Ensemble","1 - Micro entreprise","6877","5348","13146","12526","383859351"
"Centre-Val de Loire","ESS","Ensemble","2 - Petites entreprises","1471","823","28889","24298","726637704"
"Centre-Val de Loire","ESS","Ensemble","3 - Moyennes entreprises","374","171","30380","26074","724410856"
"Centre-Val de Loire","ESS","Ensemble","4 - Grandes entreprises","25","13","12207","11378","450157056"
"Centre-Val de Loire","Hors ESS","Ensemble","1 - Micro entreprise","58150","47148","141156","137223","3901434996"
"Centre-Val de Loire","Hors ESS","Ensemble","2 - Petites entreprises","9788","6308","185438","171999","5455394671"
"Centre-Val de Loire","Hors ESS","Ensemble","3 - Moyennes entreprises","2193","1365","201985","187392","6314004314"
"Centre-Val de Loire","Hors ESS","Ensemble","4 - Grandes entreprises","341","188","190751","179502","6483215574"
"Corse","ESS","Ensemble","1 - Micro entreprise","790","632","s","s","47939470"
"Corse","ESS","Ensemble","2 - Petites entreprises","211","136","3905","3246","97827540"
"Corse","ESS","Ensemble","3 - Moyennes entreprises","28","14","1993","1660","s"
"Corse","ESS","Ensemble","4 - Grandes entreprises","1","1","s","s","s"
"Corse","Hors ESS","Ensemble","1 - Micro entreprise","13993","12441","s","s","898646443"
"Corse","Hors ESS","Ensemble","2 - Petites entreprises","1562","1211","28437","27195","882920616"
"Corse","Hors ESS","Ensemble","3 - Moyennes entreprises","236","169","21950","20370","s"
"Corse","Hors ESS","Ensemble","4 - Grandes entreprises","22","20","s","s","s"
"Grand-Est","ESS","Ensemble","1 - Micro entreprise","11409","8575","23724","23240","734090664"
"Grand-Est","ESS","Ensemble","2 - Petites entreprises","3245","1885","63539","53503","1637873672"
"Grand-Est","ESS","Ensemble","3 - Moyennes entreprises","942","456","77217","66097","1874523972"
"Grand-Est","ESS","Ensemble","4 - Grandes entreprises","70","41","32895","29034","1047215126"
"Grand-Est","Hors ESS","Ensemble","1 - Micro entreprise","130913","107454","312275","293340","8550316019"
"Grand-Est","Hors ESS","Ensemble","2 - Petites entreprises","21658","14159","404072","370570","12100912271"
"Grand-Est","Hors ESS","Ensemble","3 - Moyennes entreprises","4532","2824","420206","385124","13615831818"
"Grand-Est","Hors ESS","Ensemble","4 - Grandes entreprises","680","406","402002","376837","13482781825"
"Guadeloupe","ESS","Ensemble","1 - Micro entreprise","743","556","s","s","s"
"Guadeloupe","ESS","Ensemble","2 - Petites entreprises","264","167","5076","4437","140831429"
"Guadeloupe","ESS","Ensemble","3 - Moyennes entreprises","43","27","3148","2627","88698150"
"Guadeloupe","ESS","Ensemble","4 - Grandes entreprises","1","1","s","s","s"
"Guadeloupe","Hors ESS","Ensemble","1 - Micro entreprise","8809","7646","s","s","s"
"Guadeloupe","Hors ESS","Ensemble","2 - Petites entreprises","1405","990","25006","23122","839393058"
"Guadeloupe","Hors ESS","Ensemble","3 - Moyennes entreprises","256","188","24601","22815","972088099"
"Guadeloupe","Hors ESS","Ensemble","4 - Grandes entreprises","40","32","s","s","s"
"Guyane","ESS","Ensemble","1 - Micro entreprise","295","223","s","s","s"
"Guyane","ESS","Ensemble","2 - Petites entreprises","103","57","1976","1737","55478655"
"Guyane","ESS","Ensemble","3 - Moyennes entreprises","14","9","1270","1131","s"
"Guyane","ESS","Ensemble","4 - Grandes entreprises","1","0","s","s","s"
"Guyane","Hors ESS","Ensemble","1 - Micro entreprise","3425","2841","s","s","s"
"Guyane","Hors ESS","Ensemble","2 - Petites entreprises","670","420","12813","11834","454069098"
"Guyane","Hors ESS","Ensemble","3 - Moyennes entreprises","147","112","13956","12909","s"
"Guyane","Hors ESS","Ensemble","4 - Grandes entreprises","16","13","s","s","s"
"Hauts-de-France","ESS","Ensemble","1 - Micro entreprise","10575","8088","20551","21395","679847439"
"Hauts-de-France","ESS","Ensemble","2 - Petites entreprises","3021","1616","61064","52280","1602429685"
"Hauts-de-France","ESS","Ensemble","3 - Moyennes entreprises","1036","555","87528","72999","2069955101"
"Hauts-de-France","ESS","Ensemble","4 - Grandes entreprises","76","37","29675","25580","795709338"
"Hauts-de-France","Hors ESS","Ensemble","1 - Micro entreprise","115547","93669","284265","272184","7890313370"
"Hauts-de-France","Hors ESS","Ensemble","2 - Petites entreprises","20735","13352","395478","361608","11578283957"
"Hauts-de-France","Hors ESS","Ensemble","3 - Moyennes entreprises","4929","2963","457889","420321","14434949989"
"Hauts-de-France","Hors ESS","Ensemble","4 - Grandes entreprises","828","485","507888","468541","16583791971"
"Ile-de-France","ESS","Ensemble","1 - Micro entreprise","24850","20773","46920","47016","1715137232"
"Ile-de-France","ESS","Ensemble","2 - Petites entreprises","6256","3696","116650","98661","3508648473"
"Ile-de-France","ESS","Ensemble","3 - Moyennes entreprises","1783","915","150601","130095","4404808967"
"Ile-de-France","ESS","Ensemble","4 - Grandes entreprises","148","87","79554","73999","3347907074"
"Ile-de-France","Hors ESS","Ensemble","1 - Micro entreprise","348195","300158","802664","795314","28854760124"
