"DEP","nom_jurid_coop","nb_etab","eff_31","eff_EQTP","rem_brut"
"91","Ensemble des cooperatives","196","2432","2387","110882483"
"92","Ensemble des cooperatives","204","3584","3447","173041265"
"93","Ensemble des cooperatives","176","2074","1980","77348989"
"94","Ensemble des cooperatives","202","3241","3197","155498855"
"95","Ensemble des cooperatives","127","1548","1506","61797041"
"971","Ensemble des cooperatives","91","840","849","44037340"
"972","Ensemble des cooperatives","98","947","936","50161935"
"973","Ensemble des cooperatives","21","157","139","6371811"
"974","Ensemble des cooperatives","149","2374","2104","94171144"
"1","Autre cooperative","91","621","592","26105275"
"1","Cooperative HLM","2",NA,NA,"s"
"1","Cooperative agricole","78","634","597","19345458"
"1","Cooperative bancaire","2",NA,NA,"s"
"1","Cooperative d artisans","6","10","10","337510"
"1","Cooperative de commerçants detaillants","1",NA,NA,"s"
"1","Cooperative de consommateurs","1",NA,NA,"s"
"1","SCOP","11","96","98","2827721"
"2","Autre cooperative","44","772","776","33610398"
"2","Cooperative agricole","72","1074","1023","45570635"
"2","Cooperative bancaire","40",NA,NA,"s"
"2","Cooperative de commerçants detaillants","1",NA,NA,"s"
"2","SCOP","10","202","190","4173292"
"3","Autre cooperative","59","355","353","15368291"
"3","Cooperative agricole","27","363","315","11119996"
"3","Cooperative bancaire","21",NA,NA,"s"
"3","Cooperative d artisans","4","27","23","958034"
"3","Cooperative de commerçants detaillants","2",NA,NA,"s"
"3","SCOP","9","57","58","1855621"
"4","Autre cooperative","15",NA,NA,"2287486"
"4","Cooperative agricole","35","192","198","5914333"
"4","Cooperative bancaire","5",NA,NA,"s"
"4","SCOP","8","74","68","s"
"5","Autre cooperative","13","84","82","3675098"
"5","Cooperative agricole","20","149","173","4981083"
"5","Cooperative bancaire","5",NA,NA,"s"
"5","Cooperative de consommateurs","3",NA,NA,"s"
"5","SCOP","24","140","120","3163358"
"6","Autre cooperative","90","1076","1039","53323625"
"6","Cooperative HLM","2",NA,NA,"s"
"6","Cooperative agricole","14","35","32","1149476"
"6","Cooperative bancaire","79","2171","2162","102332186"
"6","Cooperative d artisans","5","27","25","711607"
"6","Cooperative de transport","1",NA,NA,"s"
"6","SCOP","24","133","120","4459621"
"7","Autre cooperative","55","408","377","15730766"
"7","Cooperative agricole","38","240","297","9014750"
"7","Cooperative bancaire","22","460","446","20089151"
"7","Cooperative de consommateurs","5","6","5","109532"
"7","SCOP","26","228","177","4559946"
"8","Autre cooperative","5","578","549","21281177"
"8","Cooperative agricole","47","297","281","9657874"
"8","Cooperative bancaire","51","185","180","7770407"
"8","SCOP","8","69","67","2055419"
"9","Autre cooperative","25","222","209","6636600"
"9","Cooperative agricole","8",NA,NA,"s"
"9","Cooperative bancaire","16","226","224","9242309"
"9","Cooperative de consommateurs","1",NA,NA,"s"
"9","SCOP","10","121","129","4411766"
"10","Autre cooperative","6",NA,NA,"s"
"10","Cooperative agricole","70","821","790","32995820"
"10","Cooperative bancaire","61","851","843","37444585"
"10","Cooperative d artisans","1",NA,NA,"s"
"10","SCOP","7","320","316","10196290"
"11","Autre cooperative","17","125","156","3521044"
"11","Cooperative HLM","3","43",NA,"s"
"11","Cooperative agricole","110","1155","1264","43552022"
"11","Cooperative bancaire","55","652","663","29643554"
"11","Cooperative d artisans","6","53","49","1446500"
"11","Cooperative de commerçants detaillants","1",NA,NA,"s"
"11","Cooperative de consommateurs","3",NA,NA,"s"
"11","SCOP","9","109","95","2582565"
"12","Autre cooperative","40","263","265","11046560"
"12","Cooperative agricole","93","556","513","16850155"
"12","Cooperative bancaire","35","803","789","33863051"
"12","Cooperative d artisans","3","20","19","613701"
"12","Cooperative de commerçants detaillants","1",NA,NA,"s"
"12","Cooperative de consommateurs","1",NA,NA,"s"
"12","SCOP","3","20","17","443517"
"13","Autre cooperative","75","415","379","13195877"
"13","Cooperative HLM","2",NA,NA,"s"
"13","Cooperative agricole","57","339","337","10764699"
"13","Cooperative bancaire","160","3264","3202","158254094"
"13","Cooperative d artisans","8","45","44","1785244"
"13","Cooperative de commerçants detaillants","1",NA,NA,"s"
"13","Cooperative de consommateurs","6","21","18","672749"
"13","Cooperative de transport","1",NA,NA,"s"
"13","Cooperative maritime","1",NA,NA,"s"
"13","SCOP","90","790","732","30180592"
"14","Autre cooperative","51","1012","972","34939634"
"14","Cooperative HLM","1",NA,NA,"s"
"14","Cooperative agricole","69","1204","1150","43540427"
"14","Cooperative bancaire","121","2021","2007","91953589"
"14","Cooperative d artisans","2",NA,NA,"s"
"14","Cooperative de commerçants detaillants","1",NA,NA,"s"
"14","Cooperative de consommateurs","3",NA,NA,"s"
"14","Cooperative maritime","6","53","52","1884152"
"14","SCOP","11","321","303","10885586"
"15","Autre cooperative","21","111","110","4848883"
"15","Cooperative agricole","19","332","311","9226424"
"15","Cooperative bancaire","27",NA,NA,"s"
"15","Cooperative d artisans","1",NA,NA,"s"
"15","SCOP","7","65","64","1947921"
"16","Autre cooperative","25","283","273","10848539"
"16","Cooperative agricole","30","618","658","22043884"
"16","Cooperative bancaire","42","950","948","44226045"
"16","Cooperative d artisans","3",NA,NA,"s"
"16","Cooperative de commerçants detaillants","1",NA,NA,"s"
"16","Cooperative de consommateurs","14","275","227","5515620"
"16","SCOP","17","266","237","7528879"
"17","Autre cooperative","50","426","423","16436589"
"17","Cooperative agricole","60","603","605","23565329"
"17","Cooperative bancaire","120","1800","1820","82850198"
"17","Cooperative d artisans","4",NA,NA,"1240522"
"17","Cooperative de commerçants detaillants","3","40","40","s"
"17","Cooperative de consommateurs","43","1414","1341","36284131"
"17","Cooperative de transport","1",NA,NA,"s"
"17","Cooperative maritime","9","53","47","1536667"
"17","SCOP","31","295","265","8298085"
"18","Autre cooperative","34","723","713","30644751"
"18","Cooperative HLM","1",NA,NA,"s"
"18","Cooperative agricole","26","302","315","9471360"
"18","Cooperative bancaire","21","96","101","4731659"
"18","Cooperative d artisans","1",NA,NA,"s"
"18","Cooperative de consommateurs","4",NA,NA,"s"
"18","Cooperative de transport","1",NA,NA,"s"
"18","SCOP","3","18","17","482939"
"19","Autre cooperative","32","195","181","7529513"
"19","Cooperative agricole","25","605","572","16314980"
"19","Cooperative bancaire","40","447","446","19329562"
"19","Cooperative d artisans","5",NA,NA,"s"
"19","Cooperative de consommateurs","3",NA,NA,"s"
"19","SCOP","9","48","51","1392088"
"21","Autre cooperative","94","1310","1259","61494538"
"21","Cooperative agricole","27","447","461","17614065"
"21","Cooperative bancaire","59","1174","1170","56824842"
"21","Cooperative d artisans","2",NA,NA,"s"
"21","Cooperative de commerçants detaillants","1",NA,NA,"s"
"21","Cooperative de transport","1",NA,NA,"s"
"21","SCOP","12","131","122","4262551"
"22","Autre cooperative","60","1377","1317","53002727"
"22","Cooperative HLM","1",NA,NA,"s"
"22","Cooperative agricole","129","3872","3727","113734289"
"22","Cooperative bancaire","66",NA,NA,"s"
"22","Cooperative d artisans","11","75","65","1901150"
"22","Cooperative de consommateurs","6","43","63","1743453"
"22","Cooperative maritime","4","12","11","397963"
"22","SCOP","21","408","379","11915565"
"23","Autre cooperative","16","92","81","3255768"
"23","Cooperative HLM","1",NA,NA,"s"
"23","Cooperative agricole","22","137","128","4124302"
"23","Cooperative bancaire","28","232","229","9439688"
"23","SCOP","6",NA,NA,"s"
"24","Autre cooperative","32","182","173","6897443"
"24","Cooperative agricole","46","775","727","23028840"
"24","Cooperative bancaire","59","887","891","39241851"
"24","Cooperative d artisans","2",NA,NA,"s"
"24","Cooperative de consommateurs","3","163","153","3898148"
"24","SCOP","8",NA,NA,"s"
"25","Autre cooperative","82","976","943","42590879"
"25","Cooperative agricole","97","974","854","32712629"
"25","Cooperative bancaire","43","1841","1813","81915833"
"25","Cooperative d artisans","4",NA,NA,"s"
"25","Cooperative de consommateurs","2",NA,NA,"s"
"25","SCOP","9","67","65","2019618"
"26","Autre cooperative","100","772","746","28792401"
"26","Cooperative HLM","1",NA,NA,"s"
"26","Cooperative agricole","51","812","834","28404399"
"26","Cooperative bancaire","49","1036","1035","50736661"
"26","Cooperative d artisans","2",NA,NA,"s"
"26","Cooperative de consommateurs","5","6","5","122207"
"26","Cooperative de transport","1",NA,NA,"s"
"26","SCOP","24","434","364","11765220"
"27","Autre cooperative","20","122","122","4534539"
"27","Cooperative HLM","2",NA,NA,"s"
"27","Cooperative agricole","48","343","345","12559981"
"27","Cooperative bancaire","78","972","973","43696081"
"27","Cooperative d artisans","2",NA,NA,"s"
"27","Cooperative de consommateurs","2",NA,NA,"s"
"27","SCOP","2",NA,NA,"s"
"28","Autre cooperative","66","246","251","10372268"
"28","Cooperative agricole","70","768","766","31482184"
"28","Cooperative bancaire","50","933","922","41121799"
"28","Cooperative d artisans","1",NA,NA,"s"
"28","Cooperative de transport","1",NA,NA,"s"
"28","SCOP","10","158","167","4358041"
"29","Autre cooperative","133","3923","3770","170958638"
"29","Cooperative HLM","2",NA,NA,"s"
"29","Cooperative agricole","135","1494","1651","59580431"
"29","Cooperative bancaire","74",NA,NA,"s"
"29","Cooperative d artisans","7","121","109","3584399"
"29","Cooperative de consommateurs","8","121","117","3363141"
"29","Cooperative maritime","7","159","155","5952428"
"29","SCOP","69","864","828","25685238"
"2A","Autre cooperative","4","8","9","s"
"2A","Cooperative agricole","3","19","18","788664"
"2A","Cooperative bancaire","10","454","447","s"
"2A","SCOP","6","32","20","533522"
"2B","Autre cooperative","7",NA,NA,"1031960"
"2B","Cooperative HLM","1",NA,NA,"s"
"2B","Cooperative agricole","13","209","207","7440794"
"2B","Cooperative bancaire","10","74","70","3288819"
"2B","SCOP","7","60","52","s"
"30","Autre cooperative","18","86","81","2493754"
"30","Cooperative agricole","101","764","841","27985179"
"30","Cooperative bancaire","106","1655","1644","75129352"
"30","Cooperative d artisans","1",NA,NA,"s"
"30","Cooperative de consommateurs","6","31","29","727053"
"30","Cooperative de transport","2",NA,NA,"s"
"30","SCOP","11","127","91","2312154"
"31","Autre cooperative","193","1856","1737","73275123"
"31","Cooperative HLM","4","26","24","851631"
"31","Cooperative agricole","54","285","276","10090837"
"31","Cooperative bancaire","180","2879","2856","131368288"
"31","Cooperative d artisans","4",NA,NA,"s"
"31","Cooperative de commerçants detaillants","1",NA,NA,"s"
"31","Cooperative de consommateurs","6","28","25","723895"
"31","SCOP","41","510","422","12555613"
"32","Autre cooperative","30","163","151","5850857"
"32","Cooperative agricole","45","950","923","31939262"
"32","Cooperative bancaire","18","490","491","21809466"
"32","Cooperative d artisans","1",NA,NA,"s"
"32","SCOP","3",NA,NA,"s"
"33","Autre cooperative","136","3359","3224","148259993"
"33","Cooperative HLM","3",NA,NA,"s"
"33","Cooperative agricole","79","878","875","32130243"
"33","Cooperative bancaire","88","1634","1634","79152711"
"33","Cooperative d artisans","7",NA,NA,"s"
"33","Cooperative de commerçants detaillants","5","119","113","3874109"
"33","SCOP","22","225","192","6112131"
"34","Autre cooperative","55","876","805","31579161"
"34","Cooperative agricole","89","1006","1048","36244271"
"34","Cooperative bancaire","161","2694","2662","128210764"
"34","Cooperative d artisans","4","20","17","545921"
"34","Cooperative de commerçants detaillants","1",NA,NA,"s"
"34","Cooperative de consommateurs","26","52","51","1359102"
"34","Cooperative de transport","1",NA,NA,"s"
"34","Cooperative maritime","3","7","5","216677"
"34","SCOP","21","131","131","3943435"
"35","Autre cooperative","100","3498","3339","138726261"
"35","Cooperative HLM","4","32","30","1465330"
"35","Cooperative agricole","140","2420","2373","81630316"
"35","Cooperative bancaire","89",NA,NA,"s"
"35","Cooperative d artisans","6","142","134","4628415"
"35","Cooperative de consommateurs","12","223","217","5666400"
"35","Cooperative de transport","1",NA,NA,"s"
"35","Cooperative maritime","5","21","18","693755"
"35","SCOP","37","563","521","16598588"
"36","Autre cooperative","28","152","158","6689757"
"36","Cooperative agricole","23","187","194","6158161"
"36","Cooperative bancaire","12",NA,"448","19856660"
"36","Cooperative d artisans","4","16",NA,"s"
"36","Cooperative de consommateurs","1",NA,NA,"s"
"36","SCOP","10","130","118","3147222"
"37","Autre cooperative","96","691","681","30148304"
"37","Cooperative agricole","62","526","520","15539012"
"37","Cooperative bancaire","80","1503","1505","70379376"
"37","Cooperative d artisans","5",NA,NA,"s"
"37","Cooperative de consommateurs","5","105","91","2473178"
"37","Cooperative de transport","1",NA,NA,"s"
"37","SCOP","13","127","122","3495879"
"38","Autre cooperative","211","2728","2677","113606521"
"38","Cooperative HLM","2",NA,NA,"s"
"38","Cooperative agricole","45","491","462","13868117"
"38","Cooperative bancaire","49","1537","1518","70275076"
"38","Cooperative d artisans","7","15","15","466085"
"38","Cooperative de commerçants detaillants","2",NA,NA,"s"
"38","Cooperative de consommateurs","2",NA,NA,"s"
"38","SCOP","47","403","348","11303945"
"39","Autre cooperative","58","322","309","13159388"
"39","Cooperative agricole","68","440","402","13653002"
"39","Cooperative bancaire","13",NA,NA,"s"
"39","Cooperative d artisans","3",NA,NA,"s"
"39","SCOP","8","153","146","4251194"
"40","Autre cooperative","58","1508","1455","57909698"
"40","Cooperative agricole","57","702","760","24049904"
"40","Cooperative bancaire","32","234","242","10588247"
"40","Cooperative d artisans","7","30","25","879945"
"40","Cooperative de commerçants detaillants","2",NA,NA,"s"
"40","Cooperative maritime","1",NA,NA,"s"
"40","SCOP","20","294","283","9476290"
"41","Autre cooperative","46","325","287","10987057"
"41","Cooperative agricole","31","251","272","8894616"
"41","Cooperative bancaire","23","740","743","34116333"
"41","Cooperative de commerçants detaillants","1",NA,NA,"s"
"41","Cooperative de consommateurs","3","46","40","1058389"
"41","Cooperative de transport","1",NA,NA,"s"
"41","SCOP","5","60","56","1702791"
"42","Autre cooperative","158","1652","1573","72144898"
"42","Cooperative agricole","51","799","726","22399309"
"42","Cooperative bancaire","3",NA,NA,"s"
"42","Cooperative d artisans","4","14","13","397482"
"42","Cooperative de consommateurs","2",NA,NA,"s"
"42","Cooperative de transport","1",NA,NA,"s"
"42","SCOP","15","133","145","5177793"
"43","Autre cooperative","53","355","331","12702326"
"43","Cooperative agricole","27","211","199","6087170"
"43","Cooperative bancaire","3",NA,NA,"s"
"43","Cooperative d artisans","2",NA,NA,"s"
"43","Cooperative de transport","1",NA,NA,"s"
"43","SCOP","4","53","51","1654088"
"44","Autre cooperative","200","3398","2984","131621090"
"44","Cooperative agricole","145","1419","1407","58679419"
"44","Cooperative bancaire","123","3852","3826","172417850"
"44","Cooperative d artisans","19","254","243","7376369"
"44","Cooperative de commerçants detaillants","3",NA,"1013","34400109"
"44","Cooperative de consommateurs","2",NA,NA,"s"
"44","Cooperative maritime","5","23",NA,"s"
"44","SCOP","63","1289","996","29219964"
"45","Autre cooperative","91","1824","1814","83342197"
"45","Cooperative agricole","56","1511","1416","63356837"
"45","Cooperative bancaire","52","579","599","28358597"
"45","Cooperative d artisans","2",NA,NA,"s"
"45","Cooperative de consommateurs","3",NA,NA,"s"
"45","SCOP","15","379","350","9178574"
"46","Autre cooperative","17","82","80","3151152"
"46","Cooperative agricole","46","631","634","25383910"
"46","Cooperative bancaire","31","645","648","27892851"
"47","Autre cooperative","27","702","691","31205833"
"47","Cooperative agricole","89","983","1064","32897006"
"47","Cooperative bancaire","32","219","237","10403487"
"47","Cooperative d artisans","2",NA,NA,"s"
"47","Cooperative de consommateurs","1",NA,NA,"s"
"47","SCOP","10","47","44","1100322"
"48","Autre cooperative","2",NA,NA,"s"
"48","Cooperative agricole","14","63","61","1814302"
"48","Cooperative bancaire","15","192","196","8582346"
"48","Cooperative de commerçants detaillants","1",NA,NA,"s"
"48","SCOP","2",NA,NA,"s"
"49","Autre cooperative","114","1128","1111","41579981"
"49","Cooperative agricole","120","2032","1997","64058514"
"49","Cooperative bancaire","115","1614","1651","79590313"
"49","Cooperative d artisans","6","140","135","4009681"
"49","SCOP","29","675","592","19404677"
"50","Autre cooperative","9","113","106","3482615"
"50","Cooperative HLM","1",NA,NA,"s"
"50","Cooperative agricole","84","1349","1306","43290115"
"50","Cooperative bancaire","84","1093","1099","47234613"
"50","Cooperative d artisans","3","69","50","1395517"
"50","Cooperative de consommateurs","1",NA,NA,"s"
"50","Cooperative de transport","2",NA,NA,"s"
"50","Cooperative maritime","9","58","52","1544174"
"50","SCOP","9",NA,NA,"s"
"51","Autre cooperative","7","1799","1763","78166587"
"51","Cooperative agricole","250","3335","3293","151460576"
"51","Cooperative bancaire","92","650","638","31160004"
"51","Cooperative d artisans","5","28","24","665912"
"51","Cooperative de commerçants detaillants","1",NA,NA,"s"
"51","Cooperative de transport","1",NA,NA,"s"
"51","SCOP","10","149","144","5197748"
"52","Autre cooperative","11","45","38","1103718"
"52","Cooperative agricole","15","133","133","4886309"
"52","Cooperative bancaire","36","324","323","14000858"
"52","SCOP","5","99","84","2559266"
"53","Autre cooperative","23","154","150","6219879"
"53","Cooperative agricole","72","581","582","20262020"
"53","Cooperative bancaire","58","1139","1143","54221592"
"53","Cooperative d artisans","3",NA,NA,"s"
"53","Cooperative de consommateurs","4","57","52","1370354"
"53","Cooperative de transport","1",NA,NA,"s"
"53","SCOP","6","249","177","4786155"
"54","Autre cooperative","25","253","246","8467472"
"54","Cooperative HLM","2",NA,NA,"s"
"54","Cooperative agricole","41","475","439","16458881"
"54","Cooperative bancaire","110","1476","1484","65919150"
"54","Cooperative d artisans","2",NA,NA,"s"
"54","Cooperative de consommateurs","1",NA,NA,"s"
"54","SCOP","11","49","49","1510550"
"55","Autre cooperative","9",NA,NA,"s"
"55","Cooperative agricole","22","466","461","19158533"
"55","Cooperative bancaire","27","390","385","15761102"
"55","SCOP","2",NA,NA,"s"
"56","Autre cooperative","98","1582","1493","61722797"
"56","Cooperative HLM","1",NA,NA,"s"
"56","Cooperative agricole","96","923","984","33336323"
"56","Cooperative bancaire","45",NA,NA,"s"
"56","Cooperative d artisans","4","176","167","5078525"
"56","Cooperative de consommateurs","7","184","152","4122011"
"56","Cooperative de transport","1",NA,NA,"s"
"56","Cooperative maritime","1",NA,NA,"s"
"56","SCOP","45","413","396","11704513"
"57","Autre cooperative","16","164","147","4270561"
"57","Cooperative HLM","1",NA,NA,"s"
"57","Cooperative agricole","21","323","323","10919983"
"57","Cooperative bancaire","259","3487","3440","165887504"
"57","Cooperative d artisans","1",NA,NA,"s"
"57","Cooperative de consommateurs","1",NA,NA,"s"
"57","SCOP","8","178","212","6442073"
"58","Autre cooperative","47","661","649","28238963"
"58","Cooperative agricole","24","195","197","5885117"
"58","Cooperative bancaire","33","44","47","2018805"
"58","Cooperative d artisans","1",NA,NA,"s"
"58","Cooperative de transport","1",NA,NA,"s"
"58","SCOP","3","106","89","2922195"
"59","Autre cooperative","203","2131","2091","93300656"
"59","Cooperative HLM","5","18","15","616960"
"59","Cooperative agricole","80","1361","1255","55882657"
"59","Cooperative bancaire","293","1741","1741","85713166"
"59","Cooperative d artisans","5","20","19","540616"
"59","Cooperative de transport","1",NA,NA,"s"
"59","Cooperative maritime","1",NA,NA,"s"
"59","SCOP","46","678","620","20764540"
"60","Autre cooperative","62","576","555","22256934"
"60","Cooperative agricole","26","679","662","28112748"
"60","Cooperative bancaire","42","201","209","10699047"
"60","Cooperative de commerçants detaillants","2",NA,NA,"s"
"60","SCOP","6",NA,NA,"s"
"61","Autre cooperative","8","45","48","1328038"
"61","Cooperative agricole","87","310","312","10640442"
"61","Cooperative bancaire","47","635","635","27327797"
"61","Cooperative d artisans","2",NA,NA,"s"
"61","Cooperative de consommateurs","1",NA,NA,"s"
"61","SCOP","5","149","135","3790706"
"62","Autre cooperative","115","2135","2045","89368963"
"62","Cooperative HLM","1",NA,NA,"s"
"62","Cooperative agricole","102","1120","1019","41738414"
"62","Cooperative bancaire","163","744","740","34741366"
"62","Cooperative d artisans","4","31","28","912622"
"62","Cooperative de commerçants detaillants","1",NA,NA,"s"
"62","Cooperative maritime","6","46","48","1765052"
"62","SCOP","44","771","757","18681644"
"63","Autre cooperative","118","1197","1305","60181247"
"63","Cooperative agricole","32","952","932","33756617"
"63","Cooperative bancaire","19","1329","1315","61051743"
"63","Cooperative d artisans","4","59","57","1968340"
"63","Cooperative de commerçants detaillants","1",NA,NA,"s"
"63","Cooperative de transport","1",NA,NA,"s"
"63","SCOP","17","237","192","5813698"
"64","Autre cooperative","69","527","515","21273168"
"64","Cooperative agricole","53","991","983","33760517"
"64","Cooperative bancaire","60","1406","1395","66128590"
"64","Cooperative d artisans","6","53","52","1738002"
"64","Cooperative de consommateurs","1",NA,NA,"s"
"64","Cooperative maritime","2",NA,NA,"s"
"64","SCOP","31","489","473","15810458"
"65","Autre cooperative","25","169","149","5912986"
"65","Cooperative HLM","1",NA,NA,"s"
"65","Cooperative agricole","21","143","134","3470184"
"65","Cooperative bancaire","22","497","494","21758440"
"65","Cooperative d artisans","1",NA,NA,"s"
"65","Cooperative de consommateurs","1",NA,NA,"s"
"65","SCOP","4","18","18","516787"
"66","Autre cooperative","21","300","262","6668530"
"66","Cooperative HLM","1",NA,NA,"s"
"66","Cooperative agricole","49","747","863","27339406"
"66","Cooperative bancaire","78","1669","1666","74529329"
"66","Cooperative d artisans","2",NA,NA,"s"
"66","Cooperative maritime","1",NA,NA,"s"
"66","SCOP","4","55","41","1194431"
"67","Autre cooperative","120","1391","1270","53192944"
"67","Cooperative agricole","59","867","788","31477516"
"67","Cooperative bancaire","274","3851","3943","201397466"
"67","Cooperative d artisans","2",NA,NA,"s"
"67","Cooperative de consommateurs","2",NA,NA,"s"
"67","SCOP","26","566","520","16975550"
"68","Autre cooperative","61","1162","1126","42149740"
"68","Cooperative agricole","23","650","637","24702837"
"68","Cooperative bancaire","210","1999","1936","92330897"
"68","Cooperative d artisans","2",NA,NA,"s"
"68","Cooperative de commerçants detaillants","1",NA,NA,"s"
"68","Cooperative de transport","1",NA,NA,"s"
"68","SCOP","9","293","258","7824719"
"69","Autre cooperative","343","4171","3823","179508361"
"69","Cooperative HLM","2",NA,NA,"s"
"69","Cooperative agricole","43","440","441","15387487"
"69","Cooperative bancaire","13",NA,NA,"s"
"69","Cooperative d artisans","3","53","48","1623474"
"69","Cooperative de consommateurs","1",NA,NA,"s"
