"REG","ESS","famille","typo_B","typo_B_det","nb_etab","nb_ent","eff_31","eff_EQTP","rem_brut"
"France entière","ESS + Hors ESS","2. Mutuelle","Ensemble des secteurs d'activité","Aide a domicile","47","1","s","s","s"
"France entière","ESS + Hors ESS","2. Mutuelle","Ensemble des secteurs d'activité","Aide par le travail","24","2","s","s","s"
"France entière","ESS + Hors ESS","2. Mutuelle","Ensemble des secteurs d'activité","Autres actions sociales","72","12","801","703","22606198"
"France entière","ESS + Hors ESS","2. Mutuelle","Ensemble des secteurs d'activité","Autres enseignements","1","0","s","s","s"
"France entière","ESS + Hors ESS","2. Mutuelle","Ensemble des secteurs d'activité","Formation d adulte","4","0","s","s","s"
"France entière","ESS + Hors ESS","2. Mutuelle","Ensemble des secteurs d'activité","Hebergement medico-social et social","376","15","s","s","s"
"France entière","ESS + Hors ESS","3. Association","Ensemble des secteurs d'activité","Accueil des jeunes enfants","3785","2581","39532","33709","827699664"
"France entière","ESS + Hors ESS","3. Association","Ensemble des secteurs d'activité","Aide a domicile","4286","3548","152635","115825","2626842415"
"France entière","ESS + Hors ESS","3. Association","Ensemble des secteurs d'activité","Aide par le travail","1964","424","144738","128733","2179242120"
"France entière","ESS + Hors ESS","3. Association","Ensemble des secteurs d'activité","Autres actions sociales","11410","6087","182669","153440","4397344693"
"France entière","ESS + Hors ESS","3. Association","Ensemble des secteurs d'activité","Autres enseignements","7626","7082","32773","25629","848870092"
"France entière","ESS + Hors ESS","3. Association","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","9049","6429","245099","214809","7523997544"
"France entière","ESS + Hors ESS","3. Association","Ensemble des secteurs d'activité","Formation d adulte","3296","2231","29770","26030","891664580"
"France entière","ESS + Hors ESS","3. Association","Ensemble des secteurs d'activité","Hebergement medico-social et social","10216","3094","357994","314907","8998197580"
"France entière","ESS + Hors ESS","4. Fondation","Ensemble des secteurs d'activité","Accueil des jeunes enfants","34","1","s","s","s"
"France entière","ESS + Hors ESS","4. Fondation","Ensemble des secteurs d'activité","Aide a domicile","12","2","s","s","s"
"France entière","ESS + Hors ESS","4. Fondation","Ensemble des secteurs d'activité","Aide par le travail","56","5","4571","4103","73664791"
"France entière","ESS + Hors ESS","4. Fondation","Ensemble des secteurs d'activité","Autres actions sociales","271","45","4998","4276","151155020"
"France entière","ESS + Hors ESS","4. Fondation","Ensemble des secteurs d'activité","Autres enseignements","25","9","s","s","s"
"France entière","ESS + Hors ESS","4. Fondation","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","83","19","5624","5114","211977738"
"France entière","ESS + Hors ESS","4. Fondation","Ensemble des secteurs d'activité","Formation d adulte","42","2","s","s","s"
"France entière","ESS + Hors ESS","4. Fondation","Ensemble des secteurs d'activité","Hebergement medico-social et social","661","69","33111","29435","865077684"
"France entière","ESS + Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Accueil des jeunes enfants","4695","2546","35449","30978","694807447"
"France entière","ESS + Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Aide a domicile","3928","3026","75082","55721","1176080889"
"France entière","ESS + Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Aide par le travail","83","48","2664","2471","56492471"
"France entière","ESS + Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Autres actions sociales","497","349","6164","5519","173209245"
"France entière","ESS + Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Autres enseignements","6224","5652","20403","17447","618936343"
"France entière","ESS + Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","1160","869","19863","15606","637934825"
"France entière","ESS + Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Formation d adulte","17277","14044","61439","55442","1831774828"
"France entière","ESS + Hors ESS","Privé Hors ESS","Ensemble des secteurs d'activité","Hebergement medico-social et social","2397","1681","104850","93849","2639720742"
"France entière","ESS + Hors ESS","Public","Ensemble des secteurs d'activité","Accueil des jeunes enfants","733","65","16326","15090","423549600"
"France entière","ESS + Hors ESS","Public","Ensemble des secteurs d'activité","Aide a domicile","382","97","14188","11660","266267097"
"France entière","ESS + Hors ESS","Public","Ensemble des secteurs d'activité","Aide par le travail","106","32","8470","5302","141262446"
"France entière","ESS + Hors ESS","Public","Ensemble des secteurs d'activité","Autres actions sociales","4117","3110","122720","110075","3141630154"
"France entière","ESS + Hors ESS","Public","Ensemble des secteurs d'activité","Autres enseignements","432","153","68015","47783","1297643190"
"France entière","ESS + Hors ESS","Public","Ensemble des secteurs d'activité","Enseignement primaire/secondaire/supérieur","54820","9375","1179488","1100782","40644615507"
"France entière","ESS + Hors ESS","Public","Ensemble des secteurs d'activité","Formation d adulte","754","54","35652","30058","1040025308"
"France entière","ESS + Hors ESS","Public","Ensemble des secteurs d'activité","Hebergement medico-social et social","3643","1864","217852","199255","5614771578"
"France entière","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Ensemble","148","94","2695","2020","48063216"
"France entière","ESS + Hors ESS","1. Coopérative","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","13865","1579","167569","166270","8152842362"
"France entière","ESS + Hors ESS","1. Coopérative","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","820","722","6666","6470","230976589"
"France entière","ESS + Hors ESS","1. Coopérative","ARTS SPECTACLES (RZ1)","Ensemble","99","88","1005","1214","41442433"
"France entière","ESS + Hors ESS","1. Coopérative","COMMERCE (GZ)","Ensemble","3365","1100","48489","47953","1728309895"
"France entière","ESS + Hors ESS","1. Coopérative","ENSEIGNEMENT (PZ)","Ensemble","262","134","2550","2218","67984599"
"France entière","ESS + Hors ESS","1. Coopérative","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","145","121","s","s","s"
"France entière","ESS + Hors ESS","1. Coopérative","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2320","1934","48049","46687","1685185903"
"France entière","ESS + Hors ESS","1. Coopérative","NON-CLASSES (94.99Z)","Ensemble","24","21","s","s","s"
"France entière","ESS + Hors ESS","1. Coopérative","SANTE HUMAINE (QA)","Ensemble","39","36","414","377","11218435"
"France entière","ESS + Hors ESS","1. Coopérative","SERVICES DIVERS","Ensemble","814","507","9366","8533","306203267"
"France entière","ESS + Hors ESS","1. Coopérative","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1954","1629","15949","14514","526426758"
"France entière","ESS + Hors ESS","1. Coopérative","SPORTS ET LOISIRS (RZ2)","Ensemble","25","17","s","s","s"
"France entière","ESS + Hors ESS","2. Mutuelle","ACTION SOCIALE (QB)","Ensemble","716","48","21314","18698","490832614"
"France entière","ESS + Hors ESS","2. Mutuelle","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","4791","503","82820","78492","3576449353"
"France entière","ESS + Hors ESS","2. Mutuelle","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","1","0","s","s","s"
"France entière","ESS + Hors ESS","2. Mutuelle","COMMERCE (GZ)","Ensemble","935","28","s","s","s"
"France entière","ESS + Hors ESS","2. Mutuelle","ENSEIGNEMENT (PZ)","Ensemble","5","0","35","32","1199610"
"France entière","ESS + Hors ESS","2. Mutuelle","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","19","2","s","s","s"
"France entière","ESS + Hors ESS","2. Mutuelle","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","17","1","s","s","s"
"France entière","ESS + Hors ESS","2. Mutuelle","NON-CLASSES (94.99Z)","Ensemble","12","2","s","s","s"
"France entière","ESS + Hors ESS","2. Mutuelle","SANTE HUMAINE (QA)","Ensemble","732","37","21890","18739","780798851"
"France entière","ESS + Hors ESS","2. Mutuelle","SERVICES DIVERS","Ensemble","18","9","198","159","4309945"
"France entière","ESS + Hors ESS","2. Mutuelle","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","83","6","1852","1690","55303761"
"France entière","ESS + Hors ESS","3. Association","ACTION SOCIALE (QB)","Ensemble","31661","15734","877568","746614","19029326472"
"France entière","ESS + Hors ESS","3. Association","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","207","60","s","s","212999999"
"France entière","ESS + Hors ESS","3. Association","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","605","531","4649","4299","s"
"France entière","ESS + Hors ESS","3. Association","ARTS SPECTACLES (RZ1)","Ensemble","21705","20404","29163","32782","1140354800"
"France entière","ESS + Hors ESS","3. Association","COMMERCE (GZ)","Ensemble","308","225","s","s","s"
"France entière","ESS + Hors ESS","3. Association","ENSEIGNEMENT (PZ)","Ensemble","19971","15742","307642","266467","9264532216"
"France entière","ESS + Hors ESS","3. Association","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","3176","1978","21227","22436","619729670"
"France entière","ESS + Hors ESS","3. Association","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","300","221","4988","4555","101544870"
"France entière","ESS + Hors ESS","3. Association","NON-CLASSES (94.99Z)","Ensemble","43073","38883","157699","136613","4155946973"
"France entière","ESS + Hors ESS","3. Association","SANTE HUMAINE (QA)","Ensemble","3838","1838","127373","110916","4350223685"
"France entière","ESS + Hors ESS","3. Association","SERVICES DIVERS","Ensemble","8577","7725","50697","44326","1463323071"
"France entière","ESS + Hors ESS","3. Association","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","11924","9590","124372","117076","3589301810"
"France entière","ESS + Hors ESS","3. Association","SPORTS ET LOISIRS (RZ2)","Ensemble","34220","32595","76709","61867","1815271149"
"France entière","ESS + Hors ESS","4. Fondation","ACTION SOCIALE (QB)","Ensemble","1034","122","43995","39020","1121398965"
"France entière","ESS + Hors ESS","4. Fondation","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","6","5","s","s","600715"
"France entière","ESS + Hors ESS","4. Fondation","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","6","3","s","s","s"
"France entière","ESS + Hors ESS","4. Fondation","ARTS SPECTACLES (RZ1)","Ensemble","65","54","848","838","33320634"
"France entière","ESS + Hors ESS","4. Fondation","ENSEIGNEMENT (PZ)","Ensemble","150","30","7332","6712","269032365"
"France entière","ESS + Hors ESS","4. Fondation","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","74","25","800","810","25946001"
"France entière","ESS + Hors ESS","4. Fondation","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","2","1","s","s","s"
"France entière","ESS + Hors ESS","4. Fondation","NON-CLASSES (94.99Z)","Ensemble","242","176","2114","1997","87183909"
"France entière","ESS + Hors ESS","4. Fondation","SANTE HUMAINE (QA)","Ensemble","228","33","32956","29120","1069971208"
"France entière","ESS + Hors ESS","4. Fondation","SERVICES DIVERS","Ensemble","30","12","127","104","4016653"
"France entière","ESS + Hors ESS","4. Fondation","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","103","71","8041","7663","327283984"
"France entière","ESS + Hors ESS","4. Fondation","SPORTS ET LOISIRS (RZ2)","Ensemble","4","3","s","s","s"
"France entière","ESS + Hors ESS","Privé Hors ESS","ACTION SOCIALE (QB)","Ensemble","11600","7650","224209","188539","4740310794"
"France entière","ESS + Hors ESS","Privé Hors ESS","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","81449","59958","575304","549333","34512672008"
"France entière","ESS + Hors ESS","Privé Hors ESS","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","98881","97181","220954","226340","5794625862"
"France entière","ESS + Hors ESS","Privé Hors ESS","ARTS SPECTACLES (RZ1)","Ensemble","6494","5751","48498","52157","2099242014"
"France entière","ESS + Hors ESS","Privé Hors ESS","COMMERCE (GZ)","Ensemble","444057","322503","s","s","s"
"France entière","ESS + Hors ESS","Privé Hors ESS","ENSEIGNEMENT (PZ)","Ensemble","24661","20565","101705","88495","3088645996"
"France entière","ESS + Hors ESS","Privé Hors ESS","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","200806","177723","945762","910427","23594273571"
"France entière","ESS + Hors ESS","Privé Hors ESS","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","390578","342662","4388384","4243889","164900769086"
"France entière","ESS + Hors ESS","Privé Hors ESS","NON-CLASSES (94.99Z)","Ensemble","1068","299","s","s","s"
"France entière","ESS + Hors ESS","Privé Hors ESS","SANTE HUMAINE (QA)","Ensemble","76264","68963","369170","333489","10494343093"
"France entière","ESS + Hors ESS","Privé Hors ESS","SERVICES DIVERS","Ensemble","264986","215747","2527023","2423517","96742838105"
"France entière","ESS + Hors ESS","Privé Hors ESS","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","334172","281354","2419539","2218327","91903698343"
"France entière","ESS + Hors ESS","Privé Hors ESS","SPORTS ET LOISIRS (RZ2)","Ensemble","13964","12384","72335","69174","2927639273"
"France entière","ESS + Hors ESS","Public","ACTION SOCIALE (QB)","Ensemble","8981","5168","379556","341383","9587480875"
"France entière","ESS + Hors ESS","Public","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","246","27","19837","19101","1203225481"
"France entière","ESS + Hors ESS","Public","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","292","31","9625","9461","321765702"
"France entière","ESS + Hors ESS","Public","ARTS SPECTACLES (RZ1)","Ensemble","953","314","35776","34800","1262130501"
"France entière","ESS + Hors ESS","Public","COMMERCE (GZ)","Ensemble","54","4","s","s","s"
"France entière","ESS + Hors ESS","Public","ENSEIGNEMENT (PZ)","Ensemble","56006","9582","1283155","1178623","42982284005"
"France entière","ESS + Hors ESS","Public","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","1354","139","14714","14238","349049205"
"France entière","ESS + Hors ESS","Public","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","4771","3733","45303","43473","1407104168"
"France entière","ESS + Hors ESS","Public","NON-CLASSES (94.99Z)","Ensemble","8","4","s","s","s"
"France entière","ESS + Hors ESS","Public","SANTE HUMAINE (QA)","Ensemble","2871","847","1052394","972392","33376577956"
"France entière","ESS + Hors ESS","Public","SERVICES DIVERS","Ensemble","63226","43898","2689450","2527789","84469163307"
"France entière","ESS + Hors ESS","Public","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","1340","518","113133","109696","4883844220"
"France entière","ESS + Hors ESS","Public","SPORTS ET LOISIRS (RZ2)","Ensemble","629","167","5981","6071","179095132"
"France entière","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Accueil des jeunes enfants","53","22","s","s","s"
"France entière","ESS + Hors ESS","1. Coopérative","ACTION SOCIALE (QB)","Aide a domicile","37","30","1482","1007","21892264"
