"DEP","typo_Coop","typo_Coop_det","nb_etab","eff_31","eff_EQTP","rem_brut"
"38","Ensemble","Ensemble","394","5298","5119","215316053"
"39","Ensemble","Ensemble","169","1406","1316","51239946"
"40","Ensemble","Ensemble","218","3019","3045","113169544"
"41","Ensemble","Ensemble","113","1545","1529","63940405"
"42","Ensemble","Ensemble","229","3564","3446","140889983"
"43","Ensemble","Ensemble","88","1056","1023","37915439"
"44","Ensemble","Ensemble","614","9801","9288","394796953"
"45","Ensemble","Ensemble","263","4660","4649","208871306"
"46","Ensemble","Ensemble","120","1311","1285","48718203"
"47","Ensemble","Ensemble","198","1931","1989","77272759"
"48","Ensemble","Ensemble","45","304","293","11266695"
"49","Ensemble","Ensemble","416","5637","5526","216555552"
"50","Ensemble","Ensemble","242","3808","3719","142814746"
"51","Ensemble","Ensemble","390","5876","5784","265863522"
"52","Ensemble","Ensemble","83","600","588","22900991"
"53","Ensemble","Ensemble","181","2200","2137","87475924"
"54","Ensemble","Ensemble","190","2230","2175","92225273"
"55","Ensemble","Ensemble","60","985","955","39179949"
"56","Ensemble","Ensemble","365","4477","4431","178654049"
"57","Ensemble","Ensemble","298","4094","4076","188178624"
"58","Ensemble","Ensemble","137","1028","989","39632534"
"59","Ensemble","Ensemble","721","7522","7280","340101583"
"60","Ensemble","Ensemble","158","2304","2277","99024100"
"61","Ensemble","Ensemble","173","1147","1137","44889073"
"62","Ensemble","Ensemble","497","4715","4548","190404427"
"63","Ensemble","Ensemble","253","3580","3537","155038199"
"64","Ensemble","Ensemble","301","3542","3465","142671436"
"65","Ensemble","Ensemble","99","861","828","33002363"
"66","Ensemble","Ensemble","179","2670","2793","110636605"
"67","Ensemble","Ensemble","611","6540","6302","297787890"
"68","Ensemble","Ensemble","385","4121","3995","171740006"
"69","Ensemble","Ensemble","561","7102","6922","319900715"
"70","Ensemble","Ensemble","83","849","843","34964023"
"71","Ensemble","Ensemble","251","2091","2092","87248731"
"72","Ensemble","Ensemble","238","2772","2721","106500980"
"73","Ensemble","Ensemble","217","2823","2627","102512998"
"74","Ensemble","Ensemble","286","3406","3371","145805656"
"75","Ensemble","Ensemble","518","15846","15216","905073289"
"76","Ensemble","Ensemble","427","4619","4628","199504601"
"77","Ensemble","Ensemble","256","3410","3292","143674811"
"78","Ensemble","Ensemble","221","2345","2252","104589759"
"79","Ensemble","Ensemble","235","3264","3196","107786933"
"80","Ensemble","Ensemble","168","3019","2908","122418940"
"81","Ensemble","Ensemble","247","2296","2302","86631622"
"82","Ensemble","Ensemble","160","1533","1447","53089384"
"83","Ensemble","Ensemble","312","2877","2817","122155965"
"84","Ensemble","Ensemble","208","3169","3169","125596196"
"85","Ensemble","Ensemble","447","5742","5636","218733493"
"86","Ensemble","Ensemble","233","2815","2773","104404302"
"87","Ensemble","Ensemble","156","2983","2889","107444320"
"88","Ensemble","Ensemble","182","1947","1916","70462760"
"89","Ensemble","Ensemble","168","2049","2043","78958456"
"90","Ensemble","Ensemble","48","369","365","16260189"
"91","Ensemble","Ensemble","197","2342","2357","107719811"
"92","Ensemble","Ensemble","207","3415","3463","178164621"
"93","Ensemble","Ensemble","173","1929","1939","76278628"
"94","Ensemble","Ensemble","190","3451","3458","170122683"
"95","Ensemble","Ensemble","129","1510","1489","61810535"
"971","Ensemble","Ensemble","108","1053","1057","57737715"
"972","Ensemble","Ensemble","112","1072","1074","58248351"
"973","Ensemble","Ensemble","24","177","168","7661639"
"974","Ensemble","Ensemble","199","3050","2722","127506591"
"1","Ensemble","Activites des services financiers hors assurance et caisses","124","1065","1056","48752958"
"2","Ensemble","Activites des services financiers hors assurance et caisses","105","743","778","35561003"
"3","Ensemble","Activites des services financiers hors assurance et caisses","94","727","731","32400491"
"4","Ensemble","Activites des services financiers hors assurance et caisses","44","428","410","18610653"
"5","Ensemble","Activites des services financiers hors assurance et caisses","29","372","352","16425577"
"6","Ensemble","Activites des services financiers hors assurance et caisses","193","3020","2997","145708513"
"7","Ensemble","Activites des services financiers hors assurance et caisses","88","687","669","29929681"
"8","Ensemble","Activites des services financiers hors assurance et caisses","52","488","508","22605647"
"9","Ensemble","Activites des services financiers hors assurance et caisses","35","276","279","12199614"
"10","Ensemble","Activites des services financiers hors assurance et caisses","85","821","821","37158389"
"11","Ensemble","Activites des services financiers hors assurance et caisses","78","670","656","29824226"
"12","Ensemble","Activites des services financiers hors assurance et caisses","93","930","920","40891874"
"13","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"13","Ensemble","Activites des services financiers hors assurance et caisses","308","s","s","s"
"14","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"14","Ensemble","Activites des services financiers hors assurance et caisses","140","s","s","s"
"15","Ensemble","Activites des services financiers hors assurance et caisses","65","466","477","22048665"
"16","Ensemble","Activites des services financiers hors assurance et caisses","86","1101","1079","52232710"
"17","Ensemble","Activites des services financiers hors assurance et caisses","223","2041","2027","92724090"
"18","Ensemble","Activites des services financiers hors assurance et caisses","87","824","806","35083990"
"19","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"19","Ensemble","Activites des services financiers hors assurance et caisses","88","s","s","s"
"21","Ensemble","Activites des services financiers hors assurance et caisses","162","2248","2210","112973060"
"22","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"22","Ensemble","Activites des services financiers hors assurance et caisses","137","s","s","s"
"23","Ensemble","Activites des services financiers hors assurance et caisses","49","245","256","11253957"
"24","Ensemble","Activites des services financiers hors assurance et caisses","115","991","979","44423537"
"25","Ensemble","Activites des services financiers hors assurance et caisses","150","2007","1977","91914700"
"26","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"26","Ensemble","Activites des services financiers hors assurance et caisses","140","s","s","s"
"27","Ensemble","Activites des services financiers hors assurance et caisses","136","1013","1026","47987489"
"28","Ensemble","Activites des services financiers hors assurance et caisses","110","1204","1172","52767291"
"29","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"29","Ensemble","Activites des services financiers hors assurance et caisses","242","4822","s","s"
"2A","Ensemble","Activites des services financiers hors assurance et caisses","21","413","406","22142611"
"2B","Ensemble","Activites des services financiers hors assurance et caisses","26","235","230","11425016"
"30","Ensemble","Activites des services financiers hors assurance et caisses","148","1659","1622","74669498"
"31","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"31","Ensemble","Activites des services financiers hors assurance et caisses","262","s","s","s"
"32","Ensemble","Activites des services financiers hors assurance et caisses","58","554","561","25480070"
"33","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"33","Ensemble","Activites des services financiers hors assurance et caisses","256","s","s","s"
"34","Ensemble","Activites des services financiers hors assurance et caisses","221","2731","2673","132602479"
"35","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"35","Ensemble","Activites des services financiers hors assurance et caisses","185","s","s","s"
"36","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"36","Ensemble","Activites des services financiers hors assurance et caisses","36","s","s","s"
"37","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"37","Ensemble","Activites des services financiers hors assurance et caisses","189","2131","2098","98629177"
"37","Ensemble","Assurances","1","s","s","s"
"38","Ensemble","Activites des services financiers hors assurance et caisses","208","3106","3077","144926339"
"39","Ensemble","Activites des services financiers hors assurance et caisses","85","654","638","28869196"
"40","Ensemble","Activites des services financiers hors assurance et caisses","92","1096","1076","49423068"
"41","Ensemble","Activites des services financiers hors assurance et caisses","60","s","s","s"
"41","Ensemble","Assurances","1","s","s","s"
"42","Ensemble","Activites des services financiers hors assurance et caisses","134","2273","2261","103229088"
"43","Ensemble","Activites des services financiers hors assurance et caisses","38","634","630","25601814"
"44","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"44","Ensemble","Activites des services financiers hors assurance et caisses","314","s","s","s"
"45","Ensemble","Activites des services financiers hors assurance et caisses","179","s","s","s"
"45","Ensemble","Assurances","2","s","s","s"
"46","Ensemble","Activites des services financiers hors assurance et caisses","65","664","672","29489925"
"47","Ensemble","Activites des services financiers hors assurance et caisses","88","869","861","39892332"
"48","Ensemble","Activites des services financiers hors assurance et caisses","24","187","184","8234872"
"49","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"49","Ensemble","Activites des services financiers hors assurance et caisses","234","s","s","s"
"50","Ensemble","Activites des services financiers hors assurance et caisses","122","1183","1183","52340744"
"51","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"51","Ensemble","Activites des services financiers hors assurance et caisses","120","s","s","s"
"52","Ensemble","Activites des services financiers hors assurance et caisses","52","308","307","13666040"
"53","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"53","Ensemble","Activites des services financiers hors assurance et caisses","93","1274","s","s"
"54","Ensemble","Activites des services financiers hors assurance et caisses","111","1488","1487","67102081"
"55","Ensemble","Activites des services financiers hors assurance et caisses","28","402","396","16829235"
"56","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"56","Ensemble","Activites des services financiers hors assurance et caisses","194","s","s","s"
"57","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"57","Ensemble","Activites des services financiers hors assurance et caisses","248","s","s","s"
"58","Ensemble","Activites des services financiers hors assurance et caisses","99","632","607","26790625"
"59","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"59","Ensemble","Activites des services financiers hors assurance et caisses","519","s","s","s"
"60","Ensemble","Activites des services financiers hors assurance et caisses","113","s","s","s"
"60","Ensemble","Assurances","1","s","s","s"
"61","Ensemble","Activites des services financiers hors assurance et caisses","68","677","674","29964976"
"62","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"62","Ensemble","Activites des services financiers hors assurance et caisses","325","2635","s","s"
"63","Ensemble","Activites des services financiers hors assurance et caisses","164","2278","2280","111327121"
"64","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"64","Ensemble","Activites des services financiers hors assurance et caisses","153","s","s","s"
"65","Ensemble","Activites des services financiers hors assurance et caisses","50","577","576","25942311"
"66","Ensemble","Activites des services financiers hors assurance et caisses","99","1625","1606","74393063"
"67","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"67","Ensemble","Activites des services financiers hors assurance et caisses","474","s","s","s"
"68","Ensemble","Activites des services financiers hors assurance et caisses","330","2131","2094","102209387"
"69","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"69","Ensemble","Activites des services financiers hors assurance et caisses","349","s","s","s"
"70","Ensemble","Activites des services financiers hors assurance et caisses","55","502","497","21969022"
"71","Ensemble","Activites des services financiers hors assurance et caisses","132","1122","1107","51511734"
"72","Ensemble","Activites des services financiers hors assurance et caisses","104","1444","1458","64990043"
"73","Ensemble","Activites des services financiers hors assurance et caisses","124","1387","1366","63702162"
"74","Ensemble","Activites des services financiers hors assurance et caisses","221","2404","2437","113016000"
"75","Ensemble","Activites de services financiers et d assurances","3","s","s","s"
"75","Ensemble","Activites des services financiers hors assurance et caisses","280","s","s","s"
"76","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"76","Ensemble","Activites des services financiers hors assurance et caisses","283","s","s","s"
"77","Ensemble","Activites des services financiers hors assurance et caisses","196","2292","2275","106408964"
"78","Ensemble","Activites des services financiers hors assurance et caisses","175","1645","1641","82251041"
"79","Ensemble","Activites des services financiers hors assurance et caisses","138","937","935","41226175"
"80","Ensemble","Activites des services financiers hors assurance et caisses","98","s","s","s"
"80","Ensemble","Assurances","1","s","s","s"
"81","Ensemble","Activites des services financiers hors assurance et caisses","114","1162","1176","51525719"
"82","Ensemble","Activites des services financiers hors assurance et caisses","79","685","668","29506422"
"83","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"83","Ensemble","Activites des services financiers hors assurance et caisses","200","s","s","s"
"84","Ensemble","Activites des services financiers hors assurance et caisses","91","1130","1100","50115376"
"85","Ensemble","Activites de services financiers et d assurances","1","s","s","s"
"85","Ensemble","Activites des services financiers hors assurance et caisses","248","s","s","s"
"86","Ensemble","Activites des services financiers hors assurance et caisses","134","1249","1263","58090889"
"87","Ensemble","Activites des services financiers hors assurance et caisses","56","1271","1248","58163401"
"88","Ensemble","Activites des services financiers hors assurance et caisses","121","841","826","35729590"
"89","Ensemble","Activites des services financiers hors assurance et caisses","113","s","s","s"
"89","Ensemble","Assurances","1","s","s","s"
"90","Ensemble","Activites des services financiers hors assurance et caisses","43","337","s","15556198"
"91","Ensemble","Activites des services financiers hors assurance et caisses","141","1079","1081","53440442"
"92","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"92","Ensemble","Activites des services financiers hors assurance et caisses","153","s","s","s"
"93","Ensemble","Activites des services financiers hors assurance et caisses","99","664","685","32339486"
"94","Ensemble","Activites des services financiers hors assurance et caisses","129","s","s","s"
"94","Ensemble","Assurances","1","s","s","s"
"95","Ensemble","Activites de services financiers et d assurances","2","s","s","s"
"95","Ensemble","Activites des services financiers hors assurance et caisses","96","s","s","s"
"971","Ensemble","Activites des services financiers hors assurance et caisses","78","923","933","53339669"
"972","Ensemble","Activites des services financiers hors assurance et caisses","89","965","982","55523608"
"973","Ensemble","Activites des services financiers hors assurance et caisses","14","106","s","5706105"
"974","Ensemble","Activites des services financiers hors assurance et caisses","119","1494","1513","89539420"
"1","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","124","1065","1056","48752958"
"1","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","18","113","115","4225409"
"1","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","14","62","50","1476603"
"1","COMMERCE (GZ)","Ensemble","50","352","369","14511057"
"1","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","23","219","205","6720620"
"1","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","18","77","66","1673589"
"2","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","105","743","778","35561003"
"2","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","19","21","651928"
"2","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","27","227","226","6076122"
"2","COMMERCE (GZ)","Ensemble","27","221","214","9050614"
"2","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","23","822","766","37896554"
"2","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","8","46","53","1946226"
"3","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","94","727","731","32400491"
"3","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","22","21","619599"
"3","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","41","41","1348059"
"3","COMMERCE (GZ)","Ensemble","22","576","562","19071579"
"3","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","6","53","49","1771628"
"3","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","15","43","39","1484289"
"4","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","44","428","410","18610653"
"4","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","46","s","803447"
"4","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","14","s","395993"
"4","COMMERCE (GZ)","Ensemble","15","99","99","3572033"
"4","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","17","113","105","2999015"
"4","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","7","61","44","1075994"
"5","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","29","372","352","16425577"
"5","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"5","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","s","s","s"
"5","COMMERCE (GZ)","Ensemble","14","189","157","4683674"
"5","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","21","110","110","3030698"
"5","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","9","66","53","1261037"
"6","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","193","3020","2997","145708513"
"6","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","23","242","203","6289596"
"6","COMMERCE (GZ)","Ensemble","12","41","38","1449452"
"6","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","12","34","36","1265476"
"6","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","15","80","75","2591685"
"7","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","88","687","669","29929681"
"7","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","s","s","s"
"7","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","18","86","73","1978676"
"7","COMMERCE (GZ)","Ensemble","32","217","246","7667900"
"7","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","28","218","223","7127121"
"7","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","5","s","s","s"
"8","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","52","488","508","22605647"
"8","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","61","55","1885727"
"8","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","3","s","s","s"
"8","COMMERCE (GZ)","Ensemble","41","233","229","8367348"
"8","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","7","46","57","1831548"
"8","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","19","s","s","s"
"9","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","35","276","279","12199614"
"9","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"9","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","3","8","7","192782"
"9","COMMERCE (GZ)","Ensemble","12","97","93","3382121"
"9","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","264","246","7189993"
"9","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","4","s","s","s"
"10","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","85","821","821","37158389"
"10","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","4","23","25","830762"
"10","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","3","32","33","1441261"
"10","COMMERCE (GZ)","Ensemble","52","207","211","7855455"
"10","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","21","816","791","30917914"
"10","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","5","28","21","734677"
"11","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","78","670","656","29824226"
"11","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","11","52","55","2688095"
"11","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","11","102","97","3046347"
"11","COMMERCE (GZ)","Ensemble","38","551","562","18257496"
"11","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","70","737","843","30615685"
"11","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","10","101","136","3080494"
"12","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","93","930","920","40891874"
"12","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","18","56","53","1714968"
"12","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","6","25","29","828019"
"12","COMMERCE (GZ)","Ensemble","39","386","357","12652580"
"12","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","11","213","193","6363055"
"12","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","47","66","70","1847686"
"13","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","310","5083","4955","254218193"
"13","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","9","46","51","1569055"
"13","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","65","501","406","14858817"
"13","COMMERCE (GZ)","Ensemble","38","239","243","7655223"
"13","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","64","485","454","17369493"
"13","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","52","263","237","8345351"
"14","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","141","2051","2095","99335958"
"14","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","11","45","43","1421707"
"14","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","14","87","98","3327655"
"14","COMMERCE (GZ)","Ensemble","60","1011","989","36102717"
"14","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","22","1288","1213","47449041"
"14","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","41","199","188","6875647"
"15","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","65","466","477","22048665"
"15","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"15","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","1","s","s","s"
"15","COMMERCE (GZ)","Ensemble","9","276","261","9245522"
"15","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","13","118","113","3650118"
"15","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","11","19","15","474442"
"16","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","86","1101","1079","52232710"
"16","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","3","21","18","509041"
"16","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","92","58","1452149"
"16","COMMERCE (GZ)","Ensemble","33","731","743","23120837"
"16","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","16","241","235","7569734"
"16","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","8","50","48","2322571"
"17","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","223","2041","2027","92724090"
"17","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","50","46","s"
"17","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","18","279","267","9053224"
"17","COMMERCE (GZ)","Ensemble","72","1583","1562","46098525"
"17","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","22","435","402","13953551"
"17","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","16","324","326","s"
"18","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","87","824","806","35083990"
"18","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","2","s","s","s"
"18","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","5","14","14","573176"
"18","COMMERCE (GZ)","Ensemble","25","390","403","11348269"
"18","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","3","s","s","s"
"18","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","5","19","19","573986"
"19","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","89","581","589","26730876"
"19","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","14","146","127","4379776"
"19","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","8","s","s","s"
"19","COMMERCE (GZ)","Ensemble","20","484","497","12961140"
"19","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","7","66","69","1967821"
"19","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","2","s","s","s"
"21","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","162","2248","2210","112973060"
"21","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","5","45","47","1464279"
"21","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","12","118","116","3808336"
"21","COMMERCE (GZ)","Ensemble","23","411","414","17671618"
"21","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","14","191","183","6318492"
"21","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","13","93","79","2754049"
"22","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","138","s","2095","94286471"
"22","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","7","s","89","3383108"
"22","AUTRES SECTEURS D ACTIVITE DES COOPERATIVES","Ensemble","23","315","280","7330530"
"22","COMMERCE (GZ)","Ensemble","82","981","956","34620163"
"22","INDUSTRIE+CONSTRUCTION (BE+FZ)","Ensemble","34","3381","3223","108283488"
"22","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","87","s","236","6689539"
"23","ACTIVITES FINANCIERES ET ASSURANCES (KZ)","Ensemble","49","245","256","11253957"
