"DEP","typo_Asso","typo_Asso_det","type_emploi","nb_poste"
"France entière","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Ordinaires","35905"
"France entière","ACTION SOCIALE (QB)","Accueil des jeunes enfants","Stagiaires","72"
"France entière","ACTION SOCIALE (QB)","Action sociale NCA","Aides","20879"
"France entière","ACTION SOCIALE (QB)","Action sociale NCA","Apprentis","383"
"France entière","ACTION SOCIALE (QB)","Action sociale NCA","Ordinaires","112807"
"France entière","ACTION SOCIALE (QB)","Action sociale NCA","Stagiaires","416"
"France entière","ACTION SOCIALE (QB)","Aide a domicile","Aides","2983"
"France entière","ACTION SOCIALE (QB)","Aide a domicile","Apprentis","96"
"France entière","ACTION SOCIALE (QB)","Aide a domicile","Ordinaires","149480"
"France entière","ACTION SOCIALE (QB)","Aide a domicile","Stagiaires","76"
"France entière","ACTION SOCIALE (QB)","Aide par le travail","Aides","44602"
"France entière","ACTION SOCIALE (QB)","Aide par le travail","Apprentis","173"
"France entière","ACTION SOCIALE (QB)","Aide par le travail","Ordinaires","99784"
"France entière","ACTION SOCIALE (QB)","Aide par le travail","Stagiaires","179"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Aides","2901"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Apprentis","292"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Ordinaires","95623"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes agees","Stagiaires","62"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Aides","4008"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Apprentis","469"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Ordinaires","77957"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes en difficulte","Stagiaires","788"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Aides","5609"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Apprentis","758"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Ordinaires","168011"
"France entière","ACTION SOCIALE (QB)","Hebergement medico-social de personnes handicapees","Stagiaires","1516"
"France entière","ENSEIGNEMENT (PZ)","Autres enseignements","Aides","1066"
"France entière","ENSEIGNEMENT (PZ)","Autres enseignements","Apprentis","183"
"France entière","ENSEIGNEMENT (PZ)","Autres enseignements","Ordinaires","22895"
"France entière","ENSEIGNEMENT (PZ)","Autres enseignements","Stagiaires","24"
"France entière","ENSEIGNEMENT (PZ)","Enseignement culturel","Aides","142"
"France entière","ENSEIGNEMENT (PZ)","Enseignement culturel","Apprentis","s"
"France entière","ENSEIGNEMENT (PZ)","Enseignement culturel","Ordinaires","7475"
"France entière","ENSEIGNEMENT (PZ)","Enseignement culturel","Stagiaires","s"
"France entière","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Aides","8907"
"France entière","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Apprentis","809"
"France entière","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Ordinaires","234914"
"France entière","ENSEIGNEMENT (PZ)","Enseignement primaire/secondaire/supérieur","Stagiaires","125"
"France entière","ENSEIGNEMENT (PZ)","Formation continue d adultes","Aides","1778"
"France entière","ENSEIGNEMENT (PZ)","Formation continue d adultes","Apprentis","s"
"France entière","ENSEIGNEMENT (PZ)","Formation continue d adultes","Ordinaires","27455"
"France entière","ENSEIGNEMENT (PZ)","Formation continue d adultes","Stagiaires","s"
"France entière","SPORTS ET LOISIRS (RZ2)","Loisirs","Aides","1670"
"France entière","SPORTS ET LOISIRS (RZ2)","Loisirs","Apprentis","132"
"France entière","SPORTS ET LOISIRS (RZ2)","Loisirs","Ordinaires","14631"
"France entière","SPORTS ET LOISIRS (RZ2)","Loisirs","Stagiaires","10"
"France entière","SPORTS ET LOISIRS (RZ2)","Sports","Aides","3382"
"France entière","SPORTS ET LOISIRS (RZ2)","Sports","Apprentis","1995"
"France entière","SPORTS ET LOISIRS (RZ2)","Sports","Ordinaires","54713"
"France entière","SPORTS ET LOISIRS (RZ2)","Sports","Stagiaires","176"
"1","Ensemble","Ensemble","Ensemble","16453"
"2","Ensemble","Ensemble","Ensemble","11482"
"3","Ensemble","Ensemble","Ensemble","8752"
"4","Ensemble","Ensemble","Ensemble","4540"
"5","Ensemble","Ensemble","Ensemble","5297"
"6","Ensemble","Ensemble","Ensemble","22324"
"7","Ensemble","Ensemble","Ensemble","10404"
"8","Ensemble","Ensemble","Ensemble","6588"
"9","Ensemble","Ensemble","Ensemble","4145"
"10","Ensemble","Ensemble","Ensemble","7727"
"11","Ensemble","Ensemble","Ensemble","9186"
"12","Ensemble","Ensemble","Ensemble","11892"
"13","Ensemble","Ensemble","Ensemble","58795"
"14","Ensemble","Ensemble","Ensemble","20377"
"15","Ensemble","Ensemble","Ensemble","5844"
"16","Ensemble","Ensemble","Ensemble","9346"
"17","Ensemble","Ensemble","Ensemble","15345"
"18","Ensemble","Ensemble","Ensemble","7427"
"19","Ensemble","Ensemble","Ensemble","6309"
"21","Ensemble","Ensemble","Ensemble","13803"
"22","Ensemble","Ensemble","Ensemble","18897"
"23","Ensemble","Ensemble","Ensemble","3342"
"24","Ensemble","Ensemble","Ensemble","8771"
"25","Ensemble","Ensemble","Ensemble","16107"
"26","Ensemble","Ensemble","Ensemble","15245"
"27","Ensemble","Ensemble","Ensemble","11410"
"28","Ensemble","Ensemble","Ensemble","8112"
"29","Ensemble","Ensemble","Ensemble","28682"
"2A","Ensemble","Ensemble","Ensemble","2909"
"2B","Ensemble","Ensemble","Ensemble","3544"
"30","Ensemble","Ensemble","Ensemble","17698"
"31","Ensemble","Ensemble","Ensemble","35777"
"32","Ensemble","Ensemble","Ensemble","5234"
"33","Ensemble","Ensemble","Ensemble","42247"
"34","Ensemble","Ensemble","Ensemble","28413"
"35","Ensemble","Ensemble","Ensemble","36678"
"36","Ensemble","Ensemble","Ensemble","6116"
"37","Ensemble","Ensemble","Ensemble","16512"
"38","Ensemble","Ensemble","Ensemble","28366"
"39","Ensemble","Ensemble","Ensemble","6911"
"40","Ensemble","Ensemble","Ensemble","8308"
"41","Ensemble","Ensemble","Ensemble","7560"
"42","Ensemble","Ensemble","Ensemble","23084"
"43","Ensemble","Ensemble","Ensemble","10130"
"44","Ensemble","Ensemble","Ensemble","48055"
"45","Ensemble","Ensemble","Ensemble","14369"
"46","Ensemble","Ensemble","Ensemble","5718"
"47","Ensemble","Ensemble","Ensemble","10114"
"48","Ensemble","Ensemble","Ensemble","5957"
"49","Ensemble","Ensemble","Ensemble","30417"
"50","Ensemble","Ensemble","Ensemble","13208"
"51","Ensemble","Ensemble","Ensemble","15954"
"52","Ensemble","Ensemble","Ensemble","4346"
"53","Ensemble","Ensemble","Ensemble","9715"
"54","Ensemble","Ensemble","Ensemble","22563"
"55","Ensemble","Ensemble","Ensemble","4657"
"56","Ensemble","Ensemble","Ensemble","22248"
"57","Ensemble","Ensemble","Ensemble","29065"
"58","Ensemble","Ensemble","Ensemble","5759"
"59","Ensemble","Ensemble","Ensemble","84000"
"60","Ensemble","Ensemble","Ensemble","18528"
"61","Ensemble","Ensemble","Ensemble","11077"
"62","Ensemble","Ensemble","Ensemble","40658"
"63","Ensemble","Ensemble","Ensemble","17680"
"64","Ensemble","Ensemble","Ensemble","22845"
"65","Ensemble","Ensemble","Ensemble","7900"
"66","Ensemble","Ensemble","Ensemble","11712"
"67","Ensemble","Ensemble","Ensemble","26655"
"68","Ensemble","Ensemble","Ensemble","19681"
"69","Ensemble","Ensemble","Ensemble","61714"
"70","Ensemble","Ensemble","Ensemble","7904"
"71","Ensemble","Ensemble","Ensemble","13647"
"72","Ensemble","Ensemble","Ensemble","15034"
"73","Ensemble","Ensemble","Ensemble","11271"
"74","Ensemble","Ensemble","Ensemble","18417"
"75","Ensemble","Ensemble","Ensemble","108998"
"76","Ensemble","Ensemble","Ensemble","29428"
"77","Ensemble","Ensemble","Ensemble","22355"
"78","Ensemble","Ensemble","Ensemble","26033"
"79","Ensemble","Ensemble","Ensemble","10868"
"80","Ensemble","Ensemble","Ensemble","14950"
"81","Ensemble","Ensemble","Ensemble","12343"
"82","Ensemble","Ensemble","Ensemble","6751"
"83","Ensemble","Ensemble","Ensemble","21312"
"84","Ensemble","Ensemble","Ensemble","14570"
"85","Ensemble","Ensemble","Ensemble","21096"
"86","Ensemble","Ensemble","Ensemble","12747"
"87","Ensemble","Ensemble","Ensemble","8337"
"88","Ensemble","Ensemble","Ensemble","9127"
"89","Ensemble","Ensemble","Ensemble","7383"
"90","Ensemble","Ensemble","Ensemble","3629"
"91","Ensemble","Ensemble","Ensemble","25082"
"92","Ensemble","Ensemble","Ensemble","39055"
"93","Ensemble","Ensemble","Ensemble","28532"
"94","Ensemble","Ensemble","Ensemble","29461"
"95","Ensemble","Ensemble","Ensemble","20043"
"971","Ensemble","Ensemble","Ensemble","8713"
"972","Ensemble","Ensemble","Ensemble","9078"
"973","Ensemble","Ensemble","Ensemble","3859"
"974","Ensemble","Ensemble","Ensemble","16719"
"1","Ensemble","Ensemble","Aides","873"
"1","Ensemble","Ensemble","Apprentis","108"
"1","Ensemble","Ensemble","Ordinaires","15424"
"1","Ensemble","Ensemble","Stagiaires","48"
"2","Ensemble","Ensemble","Aides","1421"
"2","Ensemble","Ensemble","Apprentis","74"
"2","Ensemble","Ensemble","Ordinaires","9928"
"2","Ensemble","Ensemble","Stagiaires","59"
"3","Ensemble","Ensemble","Aides","553"
"3","Ensemble","Ensemble","Apprentis","s"
"3","Ensemble","Ensemble","Ordinaires","8141"
"3","Ensemble","Ensemble","Stagiaires","s"
"4","Ensemble","Ensemble","Aides","438"
"4","Ensemble","Ensemble","Apprentis","72"
"4","Ensemble","Ensemble","Ordinaires","4018"
"4","Ensemble","Ensemble","Stagiaires","12"
"5","Ensemble","Ensemble","Aides","312"
"5","Ensemble","Ensemble","Apprentis","29"
"5","Ensemble","Ensemble","Ordinaires","4941"
"5","Ensemble","Ensemble","Stagiaires","15"
"6","Ensemble","Ensemble","Aides","747"
"6","Ensemble","Ensemble","Apprentis","118"
"6","Ensemble","Ensemble","Ordinaires","21393"
"6","Ensemble","Ensemble","Stagiaires","66"
"7","Ensemble","Ensemble","Aides","1049"
"7","Ensemble","Ensemble","Apprentis","62"
"7","Ensemble","Ensemble","Ordinaires","9266"
"7","Ensemble","Ensemble","Stagiaires","27"
"8","Ensemble","Ensemble","Aides","916"
"8","Ensemble","Ensemble","Apprentis","s"
"8","Ensemble","Ensemble","Ordinaires","5649"
"8","Ensemble","Ensemble","Stagiaires","s"
"9","Ensemble","Ensemble","Aides","503"
"9","Ensemble","Ensemble","Apprentis","s"
"9","Ensemble","Ensemble","Ordinaires","3627"
"9","Ensemble","Ensemble","Stagiaires","s"
"10","Ensemble","Ensemble","Aides","664"
"10","Ensemble","Ensemble","Apprentis","26"
"10","Ensemble","Ensemble","Ordinaires","7031"
"10","Ensemble","Ensemble","Stagiaires","6"
"11","Ensemble","Ensemble","Aides","1399"
"11","Ensemble","Ensemble","Apprentis","s"
"11","Ensemble","Ensemble","Ordinaires","7733"
"11","Ensemble","Ensemble","Stagiaires","s"
"12","Ensemble","Ensemble","Aides","939"
"12","Ensemble","Ensemble","Apprentis","25"
"12","Ensemble","Ensemble","Ordinaires","10916"
"12","Ensemble","Ensemble","Stagiaires","12"
"13","Ensemble","Ensemble","Aides","4993"
"13","Ensemble","Ensemble","Apprentis","389"
"13","Ensemble","Ensemble","Ordinaires","53304"
"13","Ensemble","Ensemble","Stagiaires","109"
"14","Ensemble","Ensemble","Aides","1645"
"14","Ensemble","Ensemble","Apprentis","131"
"14","Ensemble","Ensemble","Ordinaires","18543"
"14","Ensemble","Ensemble","Stagiaires","58"
"15","Ensemble","Ensemble","Aides","580"
"15","Ensemble","Ensemble","Apprentis","21"
"15","Ensemble","Ensemble","Ordinaires","5236"
"15","Ensemble","Ensemble","Stagiaires","7"
"16","Ensemble","Ensemble","Aides","892"
"16","Ensemble","Ensemble","Apprentis","50"
"16","Ensemble","Ensemble","Ordinaires","8380"
"16","Ensemble","Ensemble","Stagiaires","24"
"17","Ensemble","Ensemble","Aides","1748"
"17","Ensemble","Ensemble","Apprentis","91"
"17","Ensemble","Ensemble","Ordinaires","13486"
"17","Ensemble","Ensemble","Stagiaires","20"
"18","Ensemble","Ensemble","Aides","807"
"18","Ensemble","Ensemble","Apprentis","53"
"18","Ensemble","Ensemble","Ordinaires","6548"
"18","Ensemble","Ensemble","Stagiaires","19"
"19","Ensemble","Ensemble","Aides","350"
"19","Ensemble","Ensemble","Apprentis","24"
"19","Ensemble","Ensemble","Ordinaires","5926"
"19","Ensemble","Ensemble","Stagiaires","9"
"21","Ensemble","Ensemble","Aides","916"
"21","Ensemble","Ensemble","Apprentis","130"
"21","Ensemble","Ensemble","Ordinaires","12736"
"21","Ensemble","Ensemble","Stagiaires","21"
"22","Ensemble","Ensemble","Aides","1659"
"22","Ensemble","Ensemble","Apprentis","55"
"22","Ensemble","Ensemble","Ordinaires","17164"
"22","Ensemble","Ensemble","Stagiaires","19"
"23","Ensemble","Ensemble","Aides","259"
"23","Ensemble","Ensemble","Apprentis","s"
"23","Ensemble","Ensemble","Ordinaires","3070"
"23","Ensemble","Ensemble","Stagiaires","s"
"24","Ensemble","Ensemble","Aides","602"
"24","Ensemble","Ensemble","Apprentis","95"
"24","Ensemble","Ensemble","Ordinaires","8065"
"24","Ensemble","Ensemble","Stagiaires","9"
"25","Ensemble","Ensemble","Aides","843"
"25","Ensemble","Ensemble","Apprentis","79"
"25","Ensemble","Ensemble","Ordinaires","15156"
"25","Ensemble","Ensemble","Stagiaires","29"
"26","Ensemble","Ensemble","Aides","1293"
"26","Ensemble","Ensemble","Apprentis","65"
"26","Ensemble","Ensemble","Ordinaires","13861"
"26","Ensemble","Ensemble","Stagiaires","26"
"27","Ensemble","Ensemble","Aides","1102"
"27","Ensemble","Ensemble","Apprentis","43"
"27","Ensemble","Ensemble","Ordinaires","10255"
"27","Ensemble","Ensemble","Stagiaires","10"
"28","Ensemble","Ensemble","Aides","1165"
"28","Ensemble","Ensemble","Apprentis","104"
"28","Ensemble","Ensemble","Ordinaires","6807"
"28","Ensemble","Ensemble","Stagiaires","36"
"29","Ensemble","Ensemble","Aides","2831"
"29","Ensemble","Ensemble","Apprentis","82"
"29","Ensemble","Ensemble","Ordinaires","25644"
"29","Ensemble","Ensemble","Stagiaires","125"
"2A","Ensemble","Ensemble","Aides","323"
"2A","Ensemble","Ensemble","Apprentis","s"
"2A","Ensemble","Ensemble","Ordinaires","2571"
"2A","Ensemble","Ensemble","Stagiaires","s"
"2B","Ensemble","Ensemble","Aides","180"
"2B","Ensemble","Ensemble","Apprentis","s"
"2B","Ensemble","Ensemble","Ordinaires","3339"
"2B","Ensemble","Ensemble","Stagiaires","s"
"30","Ensemble","Ensemble","Aides","1330"
"30","Ensemble","Ensemble","Apprentis","118"
"30","Ensemble","Ensemble","Ordinaires","16227"
"30","Ensemble","Ensemble","Stagiaires","23"
"31","Ensemble","Ensemble","Aides","1961"
"31","Ensemble","Ensemble","Apprentis","108"
"31","Ensemble","Ensemble","Ordinaires","33667"
"31","Ensemble","Ensemble","Stagiaires","41"
"32","Ensemble","Ensemble","Aides","589"
