"","EPCI","jurid2","typo2","nb_etab","non_annexe","eff_EQTP","rem_brut","dep_epci","nom_complet"
"12",200006682,"1-TOTAL-ESS","8-NON-CLASSES",36,"35","34.27","1163390","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"13",200006682,"1-TOTAL-ESS","9-SERVICES DIVERS",27,"222","207.89","7656364","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"14",200006682,"1-TOTAL-ESS","TOUS SECTEURS",162,"1494","1317.83","41548503","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"15",200006682,"2-TOTAL-ASSOCIATIONS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",3,"12","12.35","266446","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"16",200006682,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",15,"175","151.13","4868900","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"17",200006682,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",5,"35","25.77","1174514","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"18",200006682,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",15,"674","588.35","14768405","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"19",200006682,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",10,"430","377.21","10622737","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"20",200006682,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",2,"s","s","s","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"21",200006682,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",1,"s","s","s","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"22",200006682,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",2,"s","s","s","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"23",200006682,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",10,"10","5.64","173551","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"24",200006682,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",26,"72","40.75","1034138","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"25",200006682,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",36,"35","34.27","1163390","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"26",200006682,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",15,"138","126.84","4434072","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"27",200006682,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",125,"1151","985.1","27883416","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"28",200006682,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",883,"6646","6331.17","221374620","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"29",200006682,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",91,"299","293.75","14043817","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"30",200006682,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",90,"892","861.23","30541836","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"31",200006682,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",77,"1148","1069.79","39444332","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"32",200006682,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",15,"408","387.69","10574050","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"33",200006682,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",8,"362","349.91","9638398","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"34",200006682,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",3,"18","13.1","254957","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"35",200006682,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",2,"s","s","s","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"36",200006682,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",2,"s","s","s","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"37",200006682,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",3,"69","72.12","2134099","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"38",200006682,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",14,"18","19.99","492299","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"39",200006682,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",1526,"9857","9214.99","294358470","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"40",200006682,"3-TOTAL-HORS ESS","TOUS SECTEURS",2699,"19337","18250.73","612963523","21","CA Beaune, Côte et Sud - Communauté Beaune-Chagny-Nolay"
"41",200010650,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",3,"19","19.95","630822","39","CA du Grand Dole"
"42",200010650,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",17,"146","139.59","5854154","39","CA du Grand Dole"
"43",200010650,"1-TOTAL-ESS","3-ENSEIGNEMENT",19,"393","350.17","11504184","39","CA du Grand Dole"
"44",200010650,"1-TOTAL-ESS","4-SANTÉ HUMAINE",5,"128","133.06","4750516","39","CA du Grand Dole"
"45",200010650,"1-TOTAL-ESS","5-ACTION SOCIALE",27,"507","409.92","11190892","39","CA du Grand Dole"
"46",200010650,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",7,"281","237.19","7278453","39","CA du Grand Dole"
"47",200010650,"1-TOTAL-ESS","5B-AIDE A DOMICILE",5,"s","s","s","39","CA du Grand Dole"
"48",200010650,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",1,"s","s","s","39","CA du Grand Dole"
"49",200010650,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",14,"116","97.59","2293307","39","CA du Grand Dole"
"50",200010650,"1-TOTAL-ESS","6-ARTS, SPECTACLES",13,"10","10.44","323167","39","CA du Grand Dole"
"51",200010650,"1-TOTAL-ESS","7-SPORT ET LOISIRS",26,"40","31.96","735274","39","CA du Grand Dole"
"52",200010650,"1-TOTAL-ESS","8-NON-CLASSES",27,"77","68.79","1738524","39","CA du Grand Dole"
"53",200010650,"1-TOTAL-ESS","9-SERVICES DIVERS",27,"160","151.76","4329885","39","CA du Grand Dole"
"54",200010650,"1-TOTAL-ESS","TOUS SECTEURS",164,"1480","1315.64","41057418","39","CA du Grand Dole"
"55",200010650,"2-TOTAL-ASSOCIATIONS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","39","CA du Grand Dole"
"56",200010650,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",17,"378","336.55","11159901","39","CA du Grand Dole"
"57",200010650,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",2,"s","s","s","39","CA du Grand Dole"
"58",200010650,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",24,"453","371.01","10144699","39","CA du Grand Dole"
"59",200010650,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",6,"s","s","s","39","CA du Grand Dole"
"60",200010650,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",5,"s","s","s","39","CA du Grand Dole"
"61",200010650,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",13,"115","96.95","2279997","39","CA du Grand Dole"
"62",200010650,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",13,"10","10.44","323167","39","CA du Grand Dole"
"63",200010650,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",26,"40","31.96","735274","39","CA du Grand Dole"
"64",200010650,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",27,"77","68.79","1738524","39","CA du Grand Dole"
"65",200010650,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",21,"106","99.37","2606050","39","CA du Grand Dole"
"66",200010650,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",131,"1070","943.65","27905028","39","CA du Grand Dole"
"67",200010650,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",390,"5749","5565.03","217289627","39","CA du Grand Dole"
"68",200010650,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",72,"202","173.27","6465653","39","CA du Grand Dole"
"69",200010650,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",79,"884","824.3","30098864","39","CA du Grand Dole"
"70",200010650,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",68,"2065","1894.42","64555266","39","CA du Grand Dole"
"71",200010650,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",26,"1050","876.03","23899608","39","CA du Grand Dole"
"72",200010650,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",9,"414","370.66","10710277","39","CA du Grand Dole"
"73",200010650,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",7,"101","76.58","1521605","39","CA du Grand Dole"
"74",200010650,"3-TOTAL-HORS ESS","5C-AIDE PAR LE TRAVAIL",1,"s","s","s","39","CA du Grand Dole"
"75",200010650,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",3,"s","s","s","39","CA du Grand Dole"
"76",200010650,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",6,"384","356.99","10036326","39","CA du Grand Dole"
"77",200010650,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",3,"s","s","s","39","CA du Grand Dole"
"78",200010650,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",14,"25","23.07","578955","39","CA du Grand Dole"
"79",200010650,"3-TOTAL-HORS ESS","8-NON-CLASSES",1,"s","s","s","39","CA du Grand Dole"
"80",200010650,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",951,"7305","6748.81","192884039","39","CA du Grand Dole"
"81",200010650,"3-TOTAL-HORS ESS","TOUS SECTEURS",1604,"17284","16110.62","535922384","39","CA du Grand Dole"
"82",200010700,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",3,"64","60.64","2811848","76","CA Caux Seine Agglo"
"83",200010700,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",22,"88","90.82","4028605","76","CA Caux Seine Agglo"
"84",200010700,"1-TOTAL-ESS","3-ENSEIGNEMENT",15,"128","104.71","3149370","76","CA Caux Seine Agglo"
"85",200010700,"1-TOTAL-ESS","4-SANTÉ HUMAINE",3,"s","s","s","76","CA Caux Seine Agglo"
"86",200010700,"1-TOTAL-ESS","5-ACTION SOCIALE",27,"517","427.46","10162727","76","CA Caux Seine Agglo"
"87",200010700,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",7,"114","112.88","3255656","76","CA Caux Seine Agglo"
"88",200010700,"1-TOTAL-ESS","5B-AIDE A DOMICILE",4,"s","s","s","76","CA Caux Seine Agglo"
"89",200010700,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",1,"s","s","s","76","CA Caux Seine Agglo"
"90",200010700,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",3,"s","s","s","76","CA Caux Seine Agglo"
"91",200010700,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",12,"109","89.66","2119932","76","CA Caux Seine Agglo"
"92",200010700,"1-TOTAL-ESS","6-ARTS, SPECTACLES",9,"s","s","s","76","CA Caux Seine Agglo"
"93",200010700,"1-TOTAL-ESS","7-SPORT ET LOISIRS",46,"51","40.71","1032732","76","CA Caux Seine Agglo"
"94",200010700,"1-TOTAL-ESS","8-NON-CLASSES",33,"184","138.22","3024849","76","CA Caux Seine Agglo"
"95",200010700,"1-TOTAL-ESS","9-SERVICES DIVERS",34,"205","213.25","6278172","76","CA Caux Seine Agglo"
"96",200010700,"1-TOTAL-ESS","TOUS SECTEURS",192,"1299","1131.39","32211473","76","CA Caux Seine Agglo"
"97",200010700,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",15,"128","104.71","3149370","76","CA Caux Seine Agglo"
"98",200010700,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",2,"s","s","s","76","CA Caux Seine Agglo"
"99",200010700,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",26,"503","415.3","9879663","76","CA Caux Seine Agglo"
"100",200010700,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",7,"114","112.88","3255656","76","CA Caux Seine Agglo"
"101",200010700,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",4,"s","s","s","76","CA Caux Seine Agglo"
"102",200010700,"2-TOTAL-ASSOCIATIONS","5D-ACCUEIL DE JEUNES ENFANTS",3,"s","s","s","76","CA Caux Seine Agglo"
"103",200010700,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",12,"109","89.66","2119932","76","CA Caux Seine Agglo"
"104",200010700,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",9,"s","s","s","76","CA Caux Seine Agglo"
"105",200010700,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",46,"51","40.71","1032732","76","CA Caux Seine Agglo"
"106",200010700,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",33,"184","138.22","3024849","76","CA Caux Seine Agglo"
"107",200010700,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",23,"131","119.33","3076003","76","CA Caux Seine Agglo"
"108",200010700,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",154,"1054","868.86","21653817","76","CA Caux Seine Agglo"
"109",200010700,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",539,"9178","9000.53","426007032","76","CA Caux Seine Agglo"
"110",200010700,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",68,"225","200.79","8851409","76","CA Caux Seine Agglo"
"111",200010700,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",112,"1169","1097.95","39183306","76","CA Caux Seine Agglo"
"112",200010700,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",60,"1001","880.82","28381492","76","CA Caux Seine Agglo"
"113",200010700,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",17,"721","578.74","15017508","76","CA Caux Seine Agglo"
"114",200010700,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",6,"439","402.55","10744682","76","CA Caux Seine Agglo"
"115",200010700,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",1,"s","s","s","76","CA Caux Seine Agglo"
"116",200010700,"3-TOTAL-HORS ESS","5C-AIDE PAR LE TRAVAIL",1,"s","s","s","76","CA Caux Seine Agglo"
"117",200010700,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",2,"s","s","s","76","CA Caux Seine Agglo"
"118",200010700,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",7,"128","103.3","2632888","76","CA Caux Seine Agglo"
"119",200010700,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",2,"s","s","s","76","CA Caux Seine Agglo"
"120",200010700,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",6,"s","s","s","76","CA Caux Seine Agglo"
"121",200010700,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",859,"7515","6972.26","205016908","76","CA Caux Seine Agglo"
"122",200010700,"3-TOTAL-HORS ESS","TOUS SECTEURS",1663,"19821","18742.57","722702731","76","CA Caux Seine Agglo"
"123",200011773,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",2,"s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"124",200011773,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",29,"259","259.48","11232694","74","CA Annemasse-Les Voirons-Agglomération"
"125",200011773,"1-TOTAL-ESS","3-ENSEIGNEMENT",19,"262","227.54","7466182","74","CA Annemasse-Les Voirons-Agglomération"
"126",200011773,"1-TOTAL-ESS","4-SANTÉ HUMAINE",7,"s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"127",200011773,"1-TOTAL-ESS","5-ACTION SOCIALE",22,"1101","943","21385773","74","CA Annemasse-Les Voirons-Agglomération"
"128",200011773,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",10,"571","492.51","13568674","74","CA Annemasse-Les Voirons-Agglomération"
"129",200011773,"1-TOTAL-ESS","5B-AIDE A DOMICILE",2,"s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"130",200011773,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",3,"s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"131",200011773,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",7,"54","45.82","1335404","74","CA Annemasse-Les Voirons-Agglomération"
"132",200011773,"1-TOTAL-ESS","6-ARTS, SPECTACLES",10,"26","31.63","1053694","74","CA Annemasse-Les Voirons-Agglomération"
"133",200011773,"1-TOTAL-ESS","7-SPORT ET LOISIRS",33,"97","70.56","2151879","74","CA Annemasse-Les Voirons-Agglomération"
"134",200011773,"1-TOTAL-ESS","8-NON-CLASSES",27,"108","76.87","2714415","74","CA Annemasse-Les Voirons-Agglomération"
"135",200011773,"1-TOTAL-ESS","9-SERVICES DIVERS",20,"93","75.07","2164503","74","CA Annemasse-Les Voirons-Agglomération"
"136",200011773,"1-TOTAL-ESS","TOUS SECTEURS",169,"2094","1812.04","51904662","74","CA Annemasse-Les Voirons-Agglomération"
"137",200011773,"2-TOTAL-ASSOCIATIONS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",1,"s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"138",200011773,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",19,"262","227.54","7466182","74","CA Annemasse-Les Voirons-Agglomération"
"139",200011773,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",5,"s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"140",200011773,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",22,"1101","943","21385773","74","CA Annemasse-Les Voirons-Agglomération"
"141",200011773,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",10,"571","492.51","13568674","74","CA Annemasse-Les Voirons-Agglomération"
"142",200011773,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",2,"s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"143",200011773,"2-TOTAL-ASSOCIATIONS","5C-AIDE PAR LE TRAVAIL",3,"s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"144",200011773,"2-TOTAL-ASSOCIATIONS","5E-AUTRES ACTIONS SOCIALES",7,"54","45.82","1335404","74","CA Annemasse-Les Voirons-Agglomération"
"145",200011773,"2-TOTAL-ASSOCIATIONS","6-ARTS, SPECTACLES",10,"26","31.63","1053694","74","CA Annemasse-Les Voirons-Agglomération"
"146",200011773,"2-TOTAL-ASSOCIATIONS","7-SPORT ET LOISIRS",33,"97","70.56","2151879","74","CA Annemasse-Les Voirons-Agglomération"
"147",200011773,"2-TOTAL-ASSOCIATIONS","8-NON-CLASSES",27,"108","76.87","2714415","74","CA Annemasse-Les Voirons-Agglomération"
"148",200011773,"2-TOTAL-ASSOCIATIONS","9-SERVICES DIVERS",16,"83","66.96","1865241","74","CA Annemasse-Les Voirons-Agglomération"
"149",200011773,"2-TOTAL-ASSOCIATIONS","TOUS SECTEURS",133,"1807","1528.56","39587688","74","CA Annemasse-Les Voirons-Agglomération"
"150",200011773,"3-TOTAL-HORS ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",411,"3975","3893.12","162288972","74","CA Annemasse-Les Voirons-Agglomération"
"151",200011773,"3-TOTAL-HORS ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",94,"328","296.2","12460916","74","CA Annemasse-Les Voirons-Agglomération"
"152",200011773,"3-TOTAL-HORS ESS","3-ENSEIGNEMENT",70,"1493","1367.34","43272924","74","CA Annemasse-Les Voirons-Agglomération"
"153",200011773,"3-TOTAL-HORS ESS","4-SANTÉ HUMAINE",113,"1081","972.78","31056946","74","CA Annemasse-Les Voirons-Agglomération"
"154",200011773,"3-TOTAL-HORS ESS","5-ACTION SOCIALE",22,"489","445.75","12424587","74","CA Annemasse-Les Voirons-Agglomération"
"155",200011773,"3-TOTAL-HORS ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",5,"316","289.08","8682473","74","CA Annemasse-Les Voirons-Agglomération"
"156",200011773,"3-TOTAL-HORS ESS","5B-AIDE A DOMICILE",5,"67","61.81","1250565","74","CA Annemasse-Les Voirons-Agglomération"
"157",200011773,"3-TOTAL-HORS ESS","5D-ACCUEIL DE JEUNES ENFANTS",8,"60","55.94","1243870","74","CA Annemasse-Les Voirons-Agglomération"
"158",200011773,"3-TOTAL-HORS ESS","5E-AUTRES ACTIONS SOCIALES",4,"46","38.92","1247679","74","CA Annemasse-Les Voirons-Agglomération"
"159",200011773,"3-TOTAL-HORS ESS","6-ARTS, SPECTACLES",4,"s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"160",200011773,"3-TOTAL-HORS ESS","7-SPORT ET LOISIRS",29,"113","98.75","2458089","74","CA Annemasse-Les Voirons-Agglomération"
"161",200011773,"3-TOTAL-HORS ESS","8-NON-CLASSES",1,"s","s","s","74","CA Annemasse-Les Voirons-Agglomération"
"162",200011773,"3-TOTAL-HORS ESS","9-SERVICES DIVERS",1649,"12919","12058.36","370423116","74","CA Annemasse-Les Voirons-Agglomération"
"163",200011773,"3-TOTAL-HORS ESS","TOUS SECTEURS",2393,"20493","19217.57","638130394","74","CA Annemasse-Les Voirons-Agglomération"
"164",200017846,"1-TOTAL-ESS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",3,"126","111.19","4728793","91","CA Etampois Sud Essonne"
"165",200017846,"1-TOTAL-ESS","2-ACTIVITÉS FINANCIÈRES ET D'ASSURANCE",11,"67","65.94","3231395","91","CA Etampois Sud Essonne"
"166",200017846,"1-TOTAL-ESS","3-ENSEIGNEMENT",9,"159","134.15","4343527","91","CA Etampois Sud Essonne"
"167",200017846,"1-TOTAL-ESS","4-SANTÉ HUMAINE",2,"s","s","s","91","CA Etampois Sud Essonne"
"168",200017846,"1-TOTAL-ESS","5-ACTION SOCIALE",31,"770","673.13","17715984","91","CA Etampois Sud Essonne"
"169",200017846,"1-TOTAL-ESS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",11,"277","245.25","7444141","91","CA Etampois Sud Essonne"
"170",200017846,"1-TOTAL-ESS","5B-AIDE A DOMICILE",3,"45","37.99","823776","91","CA Etampois Sud Essonne"
"171",200017846,"1-TOTAL-ESS","5C-AIDE PAR LE TRAVAIL",2,"s","s","s","91","CA Etampois Sud Essonne"
"172",200017846,"1-TOTAL-ESS","5D-ACCUEIL DE JEUNES ENFANTS",1,"s","s","s","91","CA Etampois Sud Essonne"
"173",200017846,"1-TOTAL-ESS","5E-AUTRES ACTIONS SOCIALES",14,"227","192.51","5963055","91","CA Etampois Sud Essonne"
"174",200017846,"1-TOTAL-ESS","6-ARTS, SPECTACLES",16,"s","s","s","91","CA Etampois Sud Essonne"
"175",200017846,"1-TOTAL-ESS","7-SPORT ET LOISIRS",26,"26","15.57","501127","91","CA Etampois Sud Essonne"
"176",200017846,"1-TOTAL-ESS","8-NON-CLASSES",25,"41","35.18","868009","91","CA Etampois Sud Essonne"
"177",200017846,"1-TOTAL-ESS","9-SERVICES DIVERS",20,"222","185.89","5375771","91","CA Etampois Sud Essonne"
"178",200017846,"1-TOTAL-ESS","TOUS SECTEURS",143,"1465","1269.1","38499206","91","CA Etampois Sud Essonne"
"179",200017846,"2-TOTAL-ASSOCIATIONS","1-AGRICULTURE, INDUSTRIE, CONSTRUCTION",2,"s","s","s","91","CA Etampois Sud Essonne"
"180",200017846,"2-TOTAL-ASSOCIATIONS","3-ENSEIGNEMENT",8,"153","128.48","4160533","91","CA Etampois Sud Essonne"
"181",200017846,"2-TOTAL-ASSOCIATIONS","4-SANTÉ HUMAINE",2,"s","s","s","91","CA Etampois Sud Essonne"
"182",200017846,"2-TOTAL-ASSOCIATIONS","5-ACTION SOCIALE",28,"670","578.91","14632777","91","CA Etampois Sud Essonne"
"183",200017846,"2-TOTAL-ASSOCIATIONS","5A-HEBERGEMENT MEDICO-SOCIAL ET SOCIAL",9,"206","181.32","5310172","91","CA Etampois Sud Essonne"
"184",200017846,"2-TOTAL-ASSOCIATIONS","5B-AIDE A DOMICILE",3,"45","37.99","823776","91","CA Etampois Sud Essonne"
