"REG","typo_Asso","typo_Asso_det","sexe","type_emploi","nb_poste"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Ordinaires","10641"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Ensemble","Stagiaires","44"
"France entière","Ensemble","Accueil d enfants et d adolescents","Ensemble","Aides","407"
"France entière","Ensemble","Accueil d enfants et d adolescents","Ensemble","Apprentis","64"
"France entière","Ensemble","Accueil d enfants et d adolescents","Ensemble","Ordinaires","12582"
"France entière","Ensemble","Accueil d enfants et d adolescents","Ensemble","Stagiaires","73"
"France entière","Ensemble","Accueil d enfants handicapes","Ensemble","Aides","310"
"France entière","Ensemble","Accueil d enfants handicapes","Ensemble","Apprentis","80"
"France entière","Ensemble","Accueil d enfants handicapes","Ensemble","Ordinaires","23274"
"France entière","Ensemble","Accueil d enfants handicapes","Ensemble","Stagiaires","152"
"France entière","Ensemble","Accueil des jeunes enfants","Ensemble","Aides","3145"
"France entière","Ensemble","Accueil des jeunes enfants","Ensemble","Apprentis","410"
"France entière","Ensemble","Accueil des jeunes enfants","Ensemble","Ordinaires","35905"
"France entière","Ensemble","Accueil des jeunes enfants","Ensemble","Stagiaires","72"
"France entière","Ensemble","Action sociale NCA","Ensemble","Aides","20879"
"France entière","Ensemble","Action sociale NCA","Ensemble","Apprentis","383"
"France entière","Ensemble","Action sociale NCA","Ensemble","Ordinaires","112807"
"France entière","Ensemble","Action sociale NCA","Ensemble","Stagiaires","416"
"France entière","Ensemble","Aide a domicile","Ensemble","Aides","2983"
"France entière","Ensemble","Aide a domicile","Ensemble","Apprentis","96"
"France entière","Ensemble","Aide a domicile","Ensemble","Ordinaires","149480"
"France entière","Ensemble","Aide a domicile","Ensemble","Stagiaires","76"
"France entière","Ensemble","Aide par le travail","Ensemble","Aides","44602"
"France entière","Ensemble","Aide par le travail","Ensemble","Apprentis","173"
"France entière","Ensemble","Aide par le travail","Ensemble","Ordinaires","99784"
"France entière","Ensemble","Aide par le travail","Ensemble","Stagiaires","179"
"France entière","Ensemble","Autres enseignements","Ensemble","Aides","1066"
"France entière","Ensemble","Autres enseignements","Ensemble","Apprentis","183"
"France entière","Ensemble","Autres enseignements","Ensemble","Ordinaires","22895"
"France entière","Ensemble","Autres enseignements","Ensemble","Stagiaires","24"
"France entière","Ensemble","Enseignement culturel","Ensemble","Aides","142"
"France entière","Ensemble","Enseignement culturel","Ensemble","Apprentis","s"
"France entière","Ensemble","Enseignement culturel","Ensemble","Ordinaires","7475"
"France entière","Ensemble","Enseignement culturel","Ensemble","Stagiaires","s"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Aides","8907"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Apprentis","809"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Ordinaires","234914"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Ensemble","Stagiaires","125"
"France entière","Ensemble","Formation continue d adultes","Ensemble","Aides","1778"
"France entière","Ensemble","Formation continue d adultes","Ensemble","Apprentis","s"
"France entière","Ensemble","Formation continue d adultes","Ensemble","Ordinaires","27455"
"France entière","Ensemble","Formation continue d adultes","Ensemble","Stagiaires","s"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Aides","2901"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Apprentis","292"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Ordinaires","95623"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Ensemble","Stagiaires","62"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Aides","4008"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Apprentis","469"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Ordinaires","77957"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Ensemble","Stagiaires","788"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Aides","5609"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Apprentis","758"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Ordinaires","168011"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Ensemble","Stagiaires","1516"
"France entière","Ensemble","Loisirs","Ensemble","Aides","1670"
"France entière","Ensemble","Loisirs","Ensemble","Apprentis","132"
"France entière","Ensemble","Loisirs","Ensemble","Ordinaires","14631"
"France entière","Ensemble","Loisirs","Ensemble","Stagiaires","10"
"France entière","Ensemble","NC","Ensemble","Aides","35995"
"France entière","Ensemble","NC","Ensemble","Apprentis","3824"
"France entière","Ensemble","NC","Ensemble","Ordinaires","484703"
"France entière","Ensemble","NC","Ensemble","Stagiaires","2434"
"France entière","Ensemble","Sports","Ensemble","Aides","3382"
"France entière","Ensemble","Sports","Ensemble","Apprentis","1995"
"France entière","Ensemble","Sports","Ensemble","Ordinaires","54713"
"France entière","Ensemble","Sports","Ensemble","Stagiaires","176"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Femmes","Ensemble","8497"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Hommes","Ensemble","2745"
"France entière","Ensemble","Accueil d enfants et d adolescents","Femmes","Ensemble","9753"
"France entière","Ensemble","Accueil d enfants et d adolescents","Hommes","Ensemble","3373"
"France entière","Ensemble","Accueil d enfants handicapes","Femmes","Ensemble","19449"
"France entière","Ensemble","Accueil d enfants handicapes","Hommes","Ensemble","4367"
"France entière","Ensemble","Accueil des jeunes enfants","Femmes","Ensemble","36443"
"France entière","Ensemble","Accueil des jeunes enfants","Hommes","Ensemble","3089"
"France entière","Ensemble","Action sociale NCA","Femmes","Ensemble","93296"
"France entière","Ensemble","Action sociale NCA","Hommes","Ensemble","41189"
"France entière","Ensemble","Aide a domicile","Femmes","Ensemble","146509"
"France entière","Ensemble","Aide a domicile","Hommes","Ensemble","6126"
"France entière","Ensemble","Aide par le travail","Femmes","Ensemble","60778"
"France entière","Ensemble","Aide par le travail","Hommes","Ensemble","83960"
"France entière","Ensemble","Autres enseignements","Femmes","Ensemble","15882"
"France entière","Ensemble","Autres enseignements","Hommes","Ensemble","8286"
"France entière","Ensemble","Enseignement culturel","Femmes","Ensemble","4423"
"France entière","Ensemble","Enseignement culturel","Hommes","Ensemble","3226"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Femmes","Ensemble","176849"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Hommes","Ensemble","67906"
"France entière","Ensemble","Formation continue d adultes","Femmes","Ensemble","17849"
"France entière","Ensemble","Formation continue d adultes","Hommes","Ensemble","11772"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Femmes","Ensemble","87306"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Hommes","Ensemble","11572"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Femmes","Ensemble","52428"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Hommes","Ensemble","30794"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Femmes","Ensemble","132935"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Hommes","Ensemble","42959"
"France entière","Ensemble","Loisirs","Femmes","Ensemble","11214"
"France entière","Ensemble","Loisirs","Hommes","Ensemble","5229"
"France entière","Ensemble","NC","Femmes","Ensemble","340286"
"France entière","Ensemble","NC","Hommes","Ensemble","186670"
"France entière","Ensemble","Sports","Femmes","Ensemble","22208"
"France entière","Ensemble","Sports","Hommes","Ensemble","38058"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Femmes","Aides","257"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Femmes","Apprentis","s"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Femmes","Ordinaires","s"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Femmes","Stagiaires","s"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Hommes","Aides","251"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Hommes","Apprentis","s"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Hommes","Ordinaires","s"
"France entière","Ensemble","Accueil d adultes handicapes ou pers. agees","Hommes","Stagiaires","s"
"France entière","Ensemble","Accueil d enfants et d adolescents","Femmes","Aides","s"
"France entière","Ensemble","Accueil d enfants et d adolescents","Femmes","Apprentis","s"
"France entière","Ensemble","Accueil d enfants et d adolescents","Femmes","Ordinaires","s"
"France entière","Ensemble","Accueil d enfants et d adolescents","Femmes","Stagiaires","54"
"France entière","Ensemble","Accueil d enfants et d adolescents","Hommes","Aides","s"
"France entière","Ensemble","Accueil d enfants et d adolescents","Hommes","Apprentis","s"
"France entière","Ensemble","Accueil d enfants et d adolescents","Hommes","Ordinaires","s"
"France entière","Ensemble","Accueil d enfants et d adolescents","Hommes","Stagiaires","19"
"France entière","Ensemble","Accueil d enfants handicapes","Femmes","Aides","s"
"France entière","Ensemble","Accueil d enfants handicapes","Femmes","Apprentis","s"
"France entière","Ensemble","Accueil d enfants handicapes","Femmes","Ordinaires","19071"
"France entière","Ensemble","Accueil d enfants handicapes","Femmes","Stagiaires","127"
"France entière","Ensemble","Accueil d enfants handicapes","Hommes","Aides","s"
"France entière","Ensemble","Accueil d enfants handicapes","Hommes","Apprentis","s"
"France entière","Ensemble","Accueil d enfants handicapes","Hommes","Ordinaires","4203"
"France entière","Ensemble","Accueil d enfants handicapes","Hommes","Stagiaires","25"
"France entière","Ensemble","Accueil des jeunes enfants","Femmes","Aides","2870"
"France entière","Ensemble","Accueil des jeunes enfants","Femmes","Apprentis","377"
"France entière","Ensemble","Accueil des jeunes enfants","Femmes","Ordinaires","s"
"France entière","Ensemble","Accueil des jeunes enfants","Femmes","Stagiaires","s"
"France entière","Ensemble","Accueil des jeunes enfants","Hommes","Aides","275"
"France entière","Ensemble","Accueil des jeunes enfants","Hommes","Apprentis","33"
"France entière","Ensemble","Accueil des jeunes enfants","Hommes","Ordinaires","s"
"France entière","Ensemble","Accueil des jeunes enfants","Hommes","Stagiaires","s"
"France entière","Ensemble","Action sociale NCA","Femmes","Aides","8797"
"France entière","Ensemble","Action sociale NCA","Femmes","Apprentis","219"
"France entière","Ensemble","Action sociale NCA","Femmes","Ordinaires","83940"
"France entière","Ensemble","Action sociale NCA","Femmes","Stagiaires","340"
"France entière","Ensemble","Action sociale NCA","Hommes","Aides","12082"
"France entière","Ensemble","Action sociale NCA","Hommes","Apprentis","164"
"France entière","Ensemble","Action sociale NCA","Hommes","Ordinaires","28867"
"France entière","Ensemble","Action sociale NCA","Hommes","Stagiaires","76"
"France entière","Ensemble","Aide a domicile","Femmes","Aides","2693"
"France entière","Ensemble","Aide a domicile","Femmes","Apprentis","78"
"France entière","Ensemble","Aide a domicile","Femmes","Ordinaires","143670"
"France entière","Ensemble","Aide a domicile","Femmes","Stagiaires","68"
"France entière","Ensemble","Aide a domicile","Hommes","Aides","290"
"France entière","Ensemble","Aide a domicile","Hommes","Apprentis","18"
"France entière","Ensemble","Aide a domicile","Hommes","Ordinaires","5810"
"France entière","Ensemble","Aide a domicile","Hommes","Stagiaires","8"
"France entière","Ensemble","Aide par le travail","Femmes","Aides","16891"
"France entière","Ensemble","Aide par le travail","Femmes","Apprentis","78"
"France entière","Ensemble","Aide par le travail","Femmes","Ordinaires","43692"
"France entière","Ensemble","Aide par le travail","Femmes","Stagiaires","117"
"France entière","Ensemble","Aide par le travail","Hommes","Aides","27711"
"France entière","Ensemble","Aide par le travail","Hommes","Apprentis","95"
"France entière","Ensemble","Aide par le travail","Hommes","Ordinaires","56092"
"France entière","Ensemble","Aide par le travail","Hommes","Stagiaires","62"
"France entière","Ensemble","Autres enseignements","Femmes","Aides","735"
"France entière","Ensemble","Autres enseignements","Femmes","Apprentis","s"
"France entière","Ensemble","Autres enseignements","Femmes","Ordinaires","15038"
"France entière","Ensemble","Autres enseignements","Femmes","Stagiaires","s"
"France entière","Ensemble","Autres enseignements","Hommes","Aides","331"
"France entière","Ensemble","Autres enseignements","Hommes","Apprentis","s"
"France entière","Ensemble","Autres enseignements","Hommes","Ordinaires","7857"
"France entière","Ensemble","Autres enseignements","Hommes","Stagiaires","s"
"France entière","Ensemble","Enseignement culturel","Femmes","Aides","s"
"France entière","Ensemble","Enseignement culturel","Femmes","Apprentis","s"
"France entière","Ensemble","Enseignement culturel","Femmes","Ordinaires","s"
"France entière","Ensemble","Enseignement culturel","Femmes","Stagiaires","s"
"France entière","Ensemble","Enseignement culturel","Hommes","Aides","s"
"France entière","Ensemble","Enseignement culturel","Hommes","Apprentis","s"
"France entière","Ensemble","Enseignement culturel","Hommes","Ordinaires","s"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Femmes","Aides","7838"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Femmes","Apprentis","576"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Femmes","Ordinaires","168361"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Femmes","Stagiaires","74"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Hommes","Aides","1069"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Hommes","Apprentis","233"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Hommes","Ordinaires","66553"
"France entière","Ensemble","Enseignement primaire/secondaire/supérieur","Hommes","Stagiaires","51"
"France entière","Ensemble","Formation continue d adultes","Femmes","Aides","867"
"France entière","Ensemble","Formation continue d adultes","Femmes","Apprentis","s"
"France entière","Ensemble","Formation continue d adultes","Femmes","Ordinaires","16827"
"France entière","Ensemble","Formation continue d adultes","Femmes","Stagiaires","s"
"France entière","Ensemble","Formation continue d adultes","Hommes","Aides","911"
"France entière","Ensemble","Formation continue d adultes","Hommes","Apprentis","s"
"France entière","Ensemble","Formation continue d adultes","Hommes","Ordinaires","10628"
"France entière","Ensemble","Formation continue d adultes","Hommes","Stagiaires","s"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Femmes","Aides","2478"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Femmes","Apprentis","s"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Femmes","Ordinaires","84550"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Femmes","Stagiaires","s"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Hommes","Aides","423"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Hommes","Apprentis","s"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Hommes","Ordinaires","11073"
"France entière","Ensemble","Hebergement medico-social de personnes agees","Hommes","Stagiaires","s"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Femmes","Aides","1904"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Femmes","Apprentis","308"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Femmes","Ordinaires","49694"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Femmes","Stagiaires","522"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Hommes","Aides","2104"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Hommes","Apprentis","161"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Hommes","Ordinaires","28263"
"France entière","Ensemble","Hebergement medico-social de personnes en difficulte","Hommes","Stagiaires","266"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Femmes","Aides","3600"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Femmes","Apprentis","545"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Femmes","Ordinaires","127607"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Femmes","Stagiaires","1183"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Hommes","Aides","2009"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Hommes","Apprentis","213"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Hommes","Ordinaires","40404"
"France entière","Ensemble","Hebergement medico-social de personnes handicapees","Hommes","Stagiaires","333"
"France entière","Ensemble","Loisirs","Femmes","Aides","1015"
"France entière","Ensemble","Loisirs","Femmes","Apprentis","84"
"France entière","Ensemble","Loisirs","Femmes","Ordinaires","10105"
"France entière","Ensemble","Loisirs","Femmes","Stagiaires","10"
"France entière","Ensemble","Loisirs","Hommes","Aides","655"
"France entière","Ensemble","Loisirs","Hommes","Apprentis","48"
"France entière","Ensemble","Loisirs","Hommes","Ordinaires","4526"
"France entière","Ensemble","NC","Femmes","Aides","16550"
"France entière","Ensemble","NC","Femmes","Apprentis","1613"
"France entière","Ensemble","NC","Femmes","Ordinaires","320444"
"France entière","Ensemble","NC","Femmes","Stagiaires","1679"
"France entière","Ensemble","NC","Hommes","Aides","19445"
"France entière","Ensemble","NC","Hommes","Apprentis","2211"
"France entière","Ensemble","NC","Hommes","Ordinaires","164259"
"France entière","Ensemble","NC","Hommes","Stagiaires","755"
"France entière","Ensemble","Sports","Femmes","Aides","1126"
"France entière","Ensemble","Sports","Femmes","Apprentis","464"
"France entière","Ensemble","Sports","Femmes","Ordinaires","20584"
"France entière","Ensemble","Sports","Femmes","Stagiaires","34"
"France entière","Ensemble","Sports","Hommes","Aides","2256"
"France entière","Ensemble","Sports","Hommes","Apprentis","1531"
"France entière","Ensemble","Sports","Hommes","Ordinaires","34129"
"France entière","Ensemble","Sports","Hommes","Stagiaires","142"
"France entière","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ensemble","877568"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ensemble","4649"
"France entière","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ensemble","29163"
"France entière","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ensemble","Ensemble","61024"
"France entière","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ensemble","307642"
"France entière","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ensemble","21227"
"France entière","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ensemble","157699"
"France entière","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ensemble","127373"
"France entière","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ensemble","124372"
"France entière","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ensemble","76709"
"France entière","ACTION SOCIALE (QB)","Ensemble","Ensemble","Aides","85352"
"France entière","ACTION SOCIALE (QB)","Ensemble","Ensemble","Apprentis","2774"
"France entière","ACTION SOCIALE (QB)","Ensemble","Ensemble","Ordinaires","786064"
"France entière","ACTION SOCIALE (QB)","Ensemble","Ensemble","Stagiaires","3378"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Aides","1003"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Apprentis","s"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Ordinaires","3582"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Ensemble","Stagiaires","s"
"France entière","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Aides","1664"
"France entière","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Apprentis","242"
"France entière","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Ordinaires","27159"
"France entière","ARTS SPECTACLES (RZ1)","Ensemble","Ensemble","Stagiaires","98"
"France entière","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ensemble","Aides","3662"
"France entière","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ensemble","Apprentis","298"
"France entière","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ensemble","Ordinaires","55824"
"France entière","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Ensemble","Stagiaires","1240"
"France entière","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Aides","11988"
"France entière","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Apprentis","1260"
"France entière","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Ordinaires","294090"
"France entière","ENSEIGNEMENT (PZ)","Ensemble","Ensemble","Stagiaires","304"
"France entière","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Aides","1292"
"France entière","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Apprentis","s"
"France entière","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Ordinaires","19682"
"France entière","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Ensemble","Stagiaires","s"
"France entière","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Aides","17595"
"France entière","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Apprentis","1035"
"France entière","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Ordinaires","138630"
"France entière","NON-CLASSES (94.99Z)","Ensemble","Ensemble","Stagiaires","439"
"France entière","SANTE HUMAINE (QA)","Ensemble","Ensemble","Aides","1369"
"France entière","SANTE HUMAINE (QA)","Ensemble","Ensemble","Apprentis","258"
"France entière","SANTE HUMAINE (QA)","Ensemble","Ensemble","Ordinaires","125377"
"France entière","SANTE HUMAINE (QA)","Ensemble","Ensemble","Stagiaires","369"
"France entière","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Aides","9315"
"France entière","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Apprentis","1722"
"France entière","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Ordinaires","113098"
"France entière","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Ensemble","Stagiaires","237"
"France entière","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Aides","5052"
"France entière","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Apprentis","2127"
"France entière","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Ordinaires","69344"
"France entière","SPORTS ET LOISIRS (RZ2)","Ensemble","Ensemble","Stagiaires","186"
"France entière","ACTION SOCIALE (QB)","Ensemble","Femmes","Ensemble","647394"
"France entière","ACTION SOCIALE (QB)","Ensemble","Hommes","Ensemble","230174"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ensemble","1766"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Ensemble","2883"
"France entière","ARTS SPECTACLES (RZ1)","Ensemble","Femmes","Ensemble","16419"
"France entière","ARTS SPECTACLES (RZ1)","Ensemble","Hommes","Ensemble","12744"
"France entière","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Femmes","Ensemble","33908"
"France entière","AUTRES SECTEURS D ACTIVITE DES ASSOCIATIONS","Ensemble","Hommes","Ensemble","27116"
"France entière","ENSEIGNEMENT (PZ)","Ensemble","Femmes","Ensemble","216320"
"France entière","ENSEIGNEMENT (PZ)","Ensemble","Hommes","Ensemble","91322"
"France entière","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Femmes","Ensemble","12674"
"France entière","HEBERGEMENT ET RESTAURATION (IZ)","Ensemble","Hommes","Ensemble","8553"
"France entière","NON-CLASSES (94.99Z)","Ensemble","Femmes","Ensemble","103720"
"France entière","NON-CLASSES (94.99Z)","Ensemble","Hommes","Ensemble","53979"
"France entière","SANTE HUMAINE (QA)","Ensemble","Femmes","Ensemble","102556"
"France entière","SANTE HUMAINE (QA)","Ensemble","Hommes","Ensemble","24817"
"France entière","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Femmes","Ensemble","67926"
"France entière","SOUTIEN AUX ENTREPRISES (MN)","Ensemble","Hommes","Ensemble","56446"
"France entière","SPORTS ET LOISIRS (RZ2)","Ensemble","Femmes","Ensemble","33422"
"France entière","SPORTS ET LOISIRS (RZ2)","Ensemble","Hommes","Ensemble","43287"
"France entière","ACTION SOCIALE (QB)","Ensemble","Femmes","Aides","39928"
"France entière","ACTION SOCIALE (QB)","Ensemble","Femmes","Apprentis","1975"
"France entière","ACTION SOCIALE (QB)","Ensemble","Femmes","Ordinaires","602921"
"France entière","ACTION SOCIALE (QB)","Ensemble","Femmes","Stagiaires","2570"
"France entière","ACTION SOCIALE (QB)","Ensemble","Hommes","Aides","45424"
"France entière","ACTION SOCIALE (QB)","Ensemble","Hommes","Apprentis","799"
"France entière","ACTION SOCIALE (QB)","Ensemble","Hommes","Ordinaires","183143"
"France entière","ACTION SOCIALE (QB)","Ensemble","Hommes","Stagiaires","808"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Aides","s"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Apprentis","s"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Ordinaires","s"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Femmes","Stagiaires","s"
"France entière","AGRICULTURE SYLVICULTURE ET PECHE (AZ)","Ensemble","Hommes","Aides","s"
